area_financiada_id,sucursal_id,sucursal_nombre,periodo_id,anio,mes_numero,tareas,cantidad_prestamos,valor_rd
2846,31,Santo Domingo,89,2024,8,80,71,82669734
2847,32,Valverde Mao,89,2024,8,528,29,269104516
2848,33,Villa Riva,89,2024,8,2694,43,26163500
2849,1,Arenoso,90,2024,9,547,18,15779269
2850,2,Azua,90,2024,9,972,25,11916500
2851,3,Baní,90,2024,9,380,15,17185400
2852,4,Barahona,90,2024,9,525,13,9106263
2853,5,Bonao,90,2024,9,486,14,11734400
2854,6,Comendador,90,2024,9,0,11,7047800
2855,7,Constanza,90,2024,9,24637,65,80560000
2856,8,Cotuí,90,2024,9,5707,59,41939528
2857,9,Dajabón,90,2024,9,537,29,15951500
2858,10,El Seibo,90,2024,9,1053,20,11504000
2859,11,Hato Mayor,90,2024,9,438,16,8714330
2860,12,Higüey,90,2024,9,317,40,27606452
2861,13,La Vega,90,2024,9,1564,34,88477079
2862,15,Moca,90,2024,9,2752,53,131244600
2863,16,Monte Plata,90,2024,9,399,23,20993000
2864,17,Montecristí,90,2024,9,480,41,19509930
2865,18,Nagua,90,2024,9,1416,11,7590200
2866,19,Neyba,90,2024,9,417,55,17705400
2867,20,Puerto Plata,90,2024,9,803,53,37340706
2868,21,Río San Juan,90,2024,9,472,18,8141700
2869,22,Salcedo,90,2024,9,1009,27,20026379
2870,23,Samaná,90,2024,9,970,40,17942500
2871,24,San Cristóbal,90,2024,9,1316,34,8505000
2872,25,San Francisco de Macorís,90,2024,9,4358,34,73599974
2873,26,San José de Ocoa,90,2024,9,6635,36,32839250
2874,27,San José de las Matas,90,2024,9,654,25,16593182
2875,28,San Juan de la Maguana,90,2024,9,1364,43,18573500
2876,29,Santiago,90,2024,9,250,27,43750909
2877,30,Santiago Rodríguez,90,2024,9,69,18,17812600
2878,31,Santo Domingo,90,2024,9,385,61,149832622
2879,32,Valverde Mao,90,2024,9,145,21,108748712
2880,33,Villa Riva,90,2024,9,1913,31,15768285
2881,1,Arenoso,91,2024,10,280,19,13988030
2882,2,Azua,91,2024,10,937,34,20162000
2883,3,Baní,91,2024,10,3268,40,174432900
2884,4,Barahona,91,2024,10,0,4,1380200
2885,5,Bonao,91,2024,10,400,9,15605341
2886,6,Comendador,91,2024,10,177,23,13019520
2887,7,Constanza,91,2024,10,7381,98,123500000
2888,8,Cotuí,91,2024,10,6606,66,107919699
2889,9,Dajabón,91,2024,10,283,24,28766200
2890,10,El Seibo,91,2024,10,345,25,17474300
2891,11,Hato Mayor,91,2024,10,238,28,18534600
2892,12,Higüey,91,2024,10,105,32,32752628
2893,13,La Vega,91,2024,10,18666,46,77671101
2894,15,Moca,91,2024,10,758,43,101172400
2895,16,Monte Plata,91,2024,10,1334,61,82516900
2896,17,Montecristí,91,2024,10,1049,35,16991765
2897,18,Nagua,91,2024,10,581,13,86182050
2898,19,Neyba,91,2024,10,173,39,12931900
2899,20,Puerto Plata,91,2024,10,1137,59,35727092
2900,21,Río San Juan,91,2024,10,436,38,27163990
2901,22,Salcedo,91,2024,10,12304,26,57921560
2902,23,Samaná,91,2024,10,889,49,17591901
2903,24,San Cristóbal,91,2024,10,597,25,10205000
2904,25,San Francisco de Macorís,91,2024,10,7829,47,62934183
2905,26,San José de Ocoa,91,2024,10,7372,42,55735205
2906,27,San José de las Matas,91,2024,10,576,22,28044593
2907,28,San Juan de la Maguana,91,2024,10,967,43,36218500
2908,29,Santiago,91,2024,10,1772,49,90935486
2909,30,Santiago Rodríguez,91,2024,10,370,30,21867952
2910,31,Santo Domingo,91,2024,10,0,73,259717134
2911,32,Valverde Mao,91,2024,10,573,27,86655934
2912,33,Villa Riva,91,2024,10,1891,27,17902520
2913,1,Arenoso,92,2024,11,9713,73,72416292
2914,2,Azua,92,2024,11,1085,32,26063935
2915,3,Baní,92,2024,11,1715,23,41825000
2916,4,Barahona,92,2024,11,23,5,2082000
2917,5,Bonao,92,2024,11,555,19,21102000
2918,6,Comendador,92,2024,11,194,12,17559500
2919,7,Constanza,92,2024,11,2909,84,86246500
2920,8,Cotuí,92,2024,11,2938,22,77775772
2921,9,Dajabón,92,2024,11,777,23,10078400
2922,10,El Seibo,92,2024,11,756,24,13672500
2923,11,Hato Mayor,92,2024,11,259,20,27455189
2924,12,Higüey,92,2024,11,2193,51,19902600
2925,13,La Vega,92,2024,11,5264,129,54765187
2926,15,Moca,92,2024,11,1353,46,54018443
2927,16,Monte Plata,92,2024,11,602,29,22039400
2928,17,Montecristí,92,2024,11,9980,80,70022077
2929,18,Nagua,92,2024,11,3636,44,19545000
2930,19,Neyba,92,2024,11,607,27,10099540
2931,20,Puerto Plata,92,2024,11,1352,54,28463192
2932,21,Río San Juan,92,2024,11,365,17,16919400
2933,22,Salcedo,92,2024,11,1931,21,24038660
2934,23,Samaná,92,2024,11,405,35,13442971
2935,24,San Cristóbal,92,2024,11,1430,38,11977000
2936,25,San Francisco de Macorís,92,2024,11,2660,33,52166646
2937,26,San José de Ocoa,92,2024,11,1184,25,83009328
2938,27,San José de las Matas,92,2024,11,745,15,12245581
2939,28,San Juan de la Maguana,92,2024,11,7416,176,68227270
2940,29,Santiago,92,2024,11,1005,36,76898445
2941,30,Santiago Rodríguez,92,2024,11,980,24,27228368
2942,31,Santo Domingo,92,2024,11,310,59,272393616
2943,32,Valverde Mao,92,2024,11,638,21,171424667
2944,33,Villa Riva,92,2024,11,5209,63,35811018
2945,1,Arenoso,93,2024,12,28535,253,199731600
2946,2,Azua,93,2024,12,809,26,13585000
2947,3,Baní,93,2024,12,528,12,230465000
2948,4,Barahona,93,2024,12,338,9,4800900
2949,5,Bonao,93,2024,12,3088,59,42015600
2950,6,Comendador,93,2024,12,45,19,16156104
2951,7,Constanza,93,2024,12,9540,88,86319950
2952,8,Cotuí,93,2024,12,8103,100,70292000
2953,9,Dajabón,93,2024,12,5196,92,47138500
2954,10,El Seibo,93,2024,12,1175,50,51055400
2955,11,Hato Mayor,93,2024,12,6009,43,148242490
2956,12,Higüey,93,2024,12,1121,32,28617500
2957,13,La Vega,93,2024,12,12479,175,128669872
2958,15,Moca,93,2024,12,3950,55,107555958
2959,16,Monte Plata,93,2024,12,1745,33,112074146
2960,17,Montecristí,93,2024,12,11083,147,86393600
2961,18,Nagua,93,2024,12,13719,131,84018000
2962,19,Neyba,93,2024,12,192,33,10122900
2963,20,Puerto Plata,93,2024,12,1785,83,49414173
2964,21,Río San Juan,93,2024,12,4293,78,43856000
2965,22,Salcedo,93,2024,12,3144,32,61347200
2966,23,Samaná,93,2024,12,667,44,17452326
2967,24,San Cristóbal,93,2024,12,559,26,4450000
2968,25,San Francisco de Macorís,93,2024,12,17106,125,221894721
2969,26,San José de Ocoa,93,2024,12,884,32,183875293
2970,27,San José de las Matas,93,2024,12,840,16,14785715
2971,28,San Juan de la Maguana,93,2024,12,2123,52,140920184
2972,29,Santiago,93,2024,12,2156,53,138312665
2973,30,Santiago Rodríguez,93,2024,12,1110,29,37583112
2974,31,Santo Domingo,93,2024,12,387,68,219550552
2975,32,Valverde Mao,93,2024,12,4084,67,162445625
2976,33,Villa Riva,93,2024,12,11232,151,75204000
2977,1,Arenoso,94,2025,1,14290,167,106239350
2978,2,Azua,94,2025,1,438,14,9445000
2979,3,Baní,94,2025,1,467,18,16459026
2980,4,Barahona,94,2025,1,745,16,6282500
2981,5,Bonao,94,2025,1,1228,29,160803555
2982,6,Comendador,94,2025,1,295,23,12326119
2983,7,Constanza,94,2025,1,6168,127,169488300
2984,8,Cotuí,94,2025,1,18914,131,78827020
2985,9,Dajabón,94,2025,1,2583,49,31967700
2986,10,El Seibo,94,2025,1,329,22,9531300
2987,11,Hato Mayor,94,2025,1,1352,30,28028200
2988,12,Higüey,94,2025,1,370,24,18423163
2989,13,La Vega,94,2025,1,5766,99,166056053
2990,15,Moca,94,2025,1,7028,42,65717000
2991,16,Monte Plata,94,2025,1,1222,35,24315250
2992,17,Montecristí,94,2025,1,4121,61,40085000
2993,18,Nagua,94,2025,1,10047,110,66165000
2994,19,Neyba,94,2025,1,255,20,7479511
2995,20,Puerto Plata,94,2025,1,460,61,46683878
2996,21,Río San Juan,94,2025,1,1621,28,26444735
2997,22,Salcedo,94,2025,1,2391,21,25730000
2998,23,Samaná,94,2025,1,571,34,14708259
2999,24,San Cristóbal,94,2025,1,713,20,7959000
3000,25,San Francisco de Macorís,94,2025,1,18688,129,303063061
3001,26,San José de Ocoa,94,2025,1,555,28,59694903
3002,27,San José de las Matas,94,2025,1,776,14,15418782
3003,28,San Juan de la Maguana,94,2025,1,3327,58,66292600
3004,29,Santiago,94,2025,1,491,45,147525795
3005,30,Santiago Rodríguez,94,2025,1,740,18,22115667
3006,31,Santo Domingo,94,2025,1,100,46,110292400
3007,32,Valverde Mao,94,2025,1,10497,120,89879238
3008,33,Villa Riva,94,2025,1,10682,143,77996000
3009,1,Arenoso,95,2025,2,7647,101,58521200
3010,2,Azua,95,2025,2,1046,36,18110800
3011,3,Baní,95,2025,2,548,21,109355000
3012,4,Barahona,95,2025,2,1248,36,13026000
3013,5,Bonao,95,2025,2,888,15,14723560
3014,6,Comendador,95,2025,2,535,23,14082803
3015,7,Constanza,95,2025,2,7489,116,216815000
3016,8,Cotuí,95,2025,2,4195,51,42176500
3017,9,Dajabón,95,2025,2,588,28,17297719
3018,10,El Seibo,95,2025,2,138,14,28919500
3019,11,Hato Mayor,95,2025,2,721,17,23621000
3020,12,Higüey,95,2025,2,228,19,7475400
3021,13,La Vega,95,2025,2,8390,61,41053962
3022,15,Moca,95,2025,2,739,40,25571000
3023,16,Monte Plata,95,2025,2,1018,32,42827300
3024,17,Montecristí,95,2025,2,796,23,30203200
3025,18,Nagua,95,2025,2,4880,66,62921800
3026,19,Neyba,95,2025,2,332,22,7940000
3027,20,Puerto Plata,95,2025,2,902,64,41516787
3028,21,Río San Juan,95,2025,2,976,30,25624200
3029,22,Salcedo,95,2025,2,2253,22,17527521
3030,23,Samaná,95,2025,2,226,23,10384873
3031,24,San Cristóbal,95,2025,2,919,27,7665000
3032,25,San Francisco de Macorís,95,2025,2,6501,48,238665249
3033,26,San José de Ocoa,95,2025,2,756,37,52829620
3034,27,San José de las Matas,95,2025,2,1074,25,24626794
3035,28,San Juan de la Maguana,95,2025,2,2234,57,24746000
3036,29,Santiago,95,2025,2,1268,44,51825719
3037,30,Santiago Rodríguez,95,2025,2,385,31,30779226
3038,31,Santo Domingo,95,2025,2,0,50,101220574
3039,32,Valverde Mao,95,2025,2,2577,40,44482818
3040,33,Villa Riva,95,2025,2,5022,34,34830500
3041,1,Arenoso,96,2025,3,656,10,6387000
3042,2,Azua,96,2025,3,1839,41,29793383
3043,3,Baní,96,2025,3,1102,35,24128900
3044,4,Barahona,96,2025,3,1186,29,8114200
3045,5,Bonao,96,2025,3,150,16,19499292
3046,6,Comendador,96,2025,3,475,34,17504031
3047,7,Constanza,96,2025,3,4335,155,346071999
3048,8,Cotuí,96,2025,3,1999,32,85867331
3049,9,Dajabón,96,2025,3,1466,30,26228200
3050,10,El Seibo,96,2025,3,101,27,26654763
3051,11,Hato Mayor,96,2025,3,1983,30,52263622
3052,12,Higüey,96,2025,3,313,24,142529800
3053,13,La Vega,96,2025,3,7784,52,85311420
3054,15,Moca,96,2025,3,484,41,72266100
3055,16,Monte Plata,96,2025,3,508,28,18017600
3056,17,Montecristí,96,2025,3,3036,46,58863000
3057,18,Nagua,96,2025,3,3462,36,21381000
3058,19,Neyba,96,2025,3,845,34,16762205
3059,20,Puerto Plata,96,2025,3,925,78,53046152
3060,21,Río San Juan,96,2025,3,1115,31,24300000
3061,22,Salcedo,96,2025,3,1770,29,25642070
3062,23,Samaná,96,2025,3,791,36,16583536
3063,24,San Cristóbal,96,2025,3,2410,58,21779000
3064,25,San Francisco de Macorís,96,2025,3,5056,42,88344865
3065,26,San José de Ocoa,96,2025,3,16493,24,19574383
3066,27,San José de las Matas,96,2025,3,1221,35,20038681
3067,28,San Juan de la Maguana,96,2025,3,1944,53,61916187
3068,29,Santiago,96,2025,3,2423,46,76702187
3069,30,Santiago Rodríguez,96,2025,3,220,20,48015511
3070,31,Santo Domingo,96,2025,3,0,95,315888531
3071,32,Valverde Mao,96,2025,3,3163,31,102989898
3072,33,Villa Riva,96,2025,3,670,20,11140000
3073,1,Arenoso,97,2025,4,949,22,35921500
3074,2,Azua,97,2025,4,846,29,13340000
3075,3,Baní,97,2025,4,561,28,22898020
3076,4,Barahona,97,2025,4,674,26,12285100
3077,5,Bonao,97,2025,4,190,9,13996700
3078,6,Comendador,97,2025,4,239,17,11890000
3079,7,Constanza,97,2025,4,3863,140,281950082
3080,8,Cotuí,97,2025,4,1512,22,34689914
3081,9,Dajabón,97,2025,4,1670,36,22759000
3082,10,El Seibo,97,2025,4,220,15,17176100
3083,11,Hato Mayor,97,2025,4,89,14,22723514
3084,12,Higüey,97,2025,4,73,22,24142900
3085,13,La Vega,97,2025,4,2860,79,300185303
3086,15,Moca,97,2025,4,1141,36,65768200
3087,16,Monte Plata,97,2025,4,418,23,24508400
3088,17,Montecristí,97,2025,4,10934,149,208349995
3089,18,Nagua,97,2025,4,2920,31,93272800
3090,19,Neyba,97,2025,4,170,20,6014500
3091,20,Puerto Plata,97,2025,4,382,59,32185698
3092,21,Río San Juan,97,2025,4,1270,28,16230000
3093,22,Salcedo,97,2025,4,1581,36,19664821
3094,23,Samaná,97,2025,4,749,35,13809450
3095,24,San Cristóbal,97,2025,4,1087,34,7795000
3096,25,San Francisco de Macorís,97,2025,4,5715,57,194124057
3097,26,San José de Ocoa,97,2025,4,1334,42,108307880
3098,27,San José de las Matas,97,2025,4,330,19,16133529
3099,28,San Juan de la Maguana,97,2025,4,1024,38,59111000
3100,29,Santiago,97,2025,4,2489,55,164733320
3101,30,Santiago Rodríguez,97,2025,4,310,22,15689926
3102,31,Santo Domingo,97,2025,4,220,83,315435191
3103,32,Valverde Mao,97,2025,4,1131,30,126264920
3104,33,Villa Riva,97,2025,4,2898,30,20045834
3105,1,Arenoso,98,2025,5,8882,111,82044500
3106,2,Azua,98,2025,5,863,29,14475000
3107,3,Baní,98,2025,5,2553,53,62092930
3108,4,Barahona,98,2025,5,485,12,11782760
3109,5,Bonao,98,2025,5,708,18,45968000
3110,6,Comendador,98,2025,5,325,26,15186500
3111,7,Constanza,98,2025,5,2203,68,112417500
3112,8,Cotuí,98,2025,5,4537,48,232601400
3113,9,Dajabón,98,2025,5,1454,32,24975000
3114,10,El Seibo,98,2025,5,213,13,69044400
3115,11,Hato Mayor,98,2025,5,189,15,28296600
3116,12,Higüey,98,2025,5,973,33,16171900
3117,13,La Vega,98,2025,5,8476,162,262380135
3118,15,Moca,98,2025,5,546,35,35795832
3119,16,Monte Plata,98,2025,5,753,27,59445025
3120,17,Montecristí,98,2025,5,5778,100,111274640
3121,18,Nagua,98,2025,5,784,13,30833000
3122,19,Neyba,98,2025,5,470,21,11357000
3123,20,Puerto Plata,98,2025,5,1456,72,54866065
3124,21,Río San Juan,98,2025,5,495,23,64064000
3125,22,Salcedo,98,2025,5,2152,31,65845132
3126,23,Samaná,98,2025,5,851,43,19104161
3127,24,San Cristóbal,98,2025,5,1375,32,15506000
3128,25,San Francisco de Macorís,98,2025,5,8148,113,95580486
3129,26,San José de Ocoa,98,2025,5,1333,41,97072137
3130,27,San José de las Matas,98,2025,5,1234,29,33973242
3131,28,San Juan de la Maguana,98,2025,5,892,40,34747697
3132,29,Santiago,98,2025,5,215,50,162875824
3133,30,Santiago Rodríguez,98,2025,5,15,13,12216260
3134,31,Santo Domingo,98,2025,5,425,75,330345449
3135,32,Valverde Mao,98,2025,5,3585,80,357951947
3136,33,Villa Riva,98,2025,5,6243,84,35173000
3137,1,Arenoso,99,2025,6,19670,148,141448870
3138,2,Azua,99,2025,6,1025,29,18450000
3139,3,Baní,99,2025,6,797,32,29456230
3140,4,Barahona,99,2025,6,55,15,13208900
3141,5,Bonao,99,2025,6,1159,31,70634080
3142,6,Comendador,99,2025,6,1296,42,18886883
3143,7,Constanza,99,2025,6,2290,27,73771000
3144,8,Cotuí,99,2025,6,6528,104,80788160
3145,9,Dajabón,99,2025,6,2395,55,27348000
3146,10,El Seibo,99,2025,6,483,20,13398000
3147,11,Hato Mayor,99,2025,6,3857,25,36103417
3148,12,Higüey,99,2025,6,1170,37,30628300
3149,13,La Vega,99,2025,6,8740,100,254582818
3150,15,Moca,99,2025,6,369,28,88649000
3151,16,Monte Plata,99,2025,6,811,25,38074410
3152,17,Montecristí,99,2025,6,3997,37,63828600
3153,18,Nagua,99,2025,6,11118,127,89169000
3154,19,Neyba,99,2025,6,576,28,10831100
3155,20,Puerto Plata,99,2025,6,960,55,35283077
3156,21,Río San Juan,99,2025,6,2324,53,42100000
3157,22,Salcedo,99,2025,6,1348,28,42839756
3158,23,Samaná,99,2025,6,572,42,15976366
3159,24,San Cristóbal,99,2025,6,894,31,10000000
3160,25,San Francisco de Macorís,99,2025,6,8856,115,147625936
3161,26,San José de Ocoa,99,2025,6,1430,52,76292100
3162,27,San José de las Matas,99,2025,6,873,24,31002304
3163,28,San Juan de la Maguana,99,2025,6,3127,70,48056323
3164,29,Santiago,99,2025,6,530,38,114686258
3165,30,Santiago Rodríguez,99,2025,6,15,19,23167681
3166,31,Santo Domingo,99,2025,6,275,97,226813725
3167,32,Valverde Mao,99,2025,6,7216,87,81214550
3168,33,Villa Riva,99,2025,6,5448,87,31461900
3169,1,Arenoso,100,2025,7,12264,135,83475500
3170,2,Azua,100,2025,7,1535,49,98078987
3171,3,Baní,100,2025,7,1423,43,48455900
3172,4,Barahona,100,2025,7,480,19,10812100
3173,5,Bonao,100,2025,7,1723,43,51757447
3174,6,Comendador,100,2025,7,761,31,33230526
3175,7,Constanza,100,2025,7,1941,44,123264000
3176,8,Cotuí,100,2025,7,11675,158,189717088
3177,9,Dajabón,100,2025,7,2809,54,36897705
3178,10,El Seibo,100,2025,7,1089,29,32836813
3179,11,Hato Mayor,100,2025,7,2529,40,20906900
3180,12,Higüey,100,2025,7,1461,41,44491800
3181,13,La Vega,100,2025,7,7697,107,179845970
3182,15,Moca,100,2025,7,1031,44,50492500
3183,16,Monte Plata,100,2025,7,1118,49,184000678
3184,17,Montecristí,100,2025,7,2497,53,82880000
3185,18,Nagua,100,2025,7,13291,130,92709000
3186,19,Neyba,100,2025,7,411,32,13885700
3187,20,Puerto Plata,100,2025,7,2055,94,58551346
3188,21,Río San Juan,100,2025,7,2924,51,38806760
3189,22,Salcedo,100,2025,7,2304,27,49612000
3190,23,Samaná,100,2025,7,467,54,22730305
3191,24,San Cristóbal,100,2025,7,1356,32,20987000
3192,25,San Francisco de Macorís,100,2025,7,14892,96,123661645
3193,26,San José de Ocoa,100,2025,7,1116,40,187949253
3194,27,San José de las Matas,100,2025,7,743,40,28537046
3195,28,San Juan de la Maguana,100,2025,7,7943,139,135161809
3196,29,Santiago,100,2025,7,3320,57,188288895
3197,30,Santiago Rodríguez,100,2025,7,150,26,19761144
3198,31,Santo Domingo,100,2025,7,412,77,119597000
3199,32,Valverde Mao,100,2025,7,4413,50,187120343
3200,33,Villa Riva,100,2025,7,7478,82,49691823
3201,1,Arenoso,101,2025,8,2485,32,23382893
3202,2,Azua,101,2025,8,1199,46,124949200
3203,3,Baní,101,2025,8,598,26,246297117
3204,4,Barahona,101,2025,8,375,15,7761464
3205,5,Bonao,101,2025,8,1582,22,33341500
3206,6,Comendador,101,2025,8,320,19,13368900
3207,7,Constanza,101,2025,8,1012,31,69653400
3208,8,Cotuí,101,2025,8,4779,48,51861300
3209,9,Dajabón,101,2025,8,658,33,32048700
3210,10,El Seibo,101,2025,8,55,15,7010000
3211,11,Hato Mayor,101,2025,8,402,7,173867523
3212,12,Higüey,101,2025,8,75,15,13312400
3213,13,La Vega,101,2025,8,3380,35,299239400
3214,15,Moca,101,2025,8,1771,35,38429100
3215,16,Monte Plata,101,2025,8,1035,32,48408400
3216,17,Montecristí,101,2025,8,908,31,77358000
3217,18,Nagua,101,2025,8,3207,30,24890400
3218,19,Neyba,101,2025,8,1140,24,32547316
3219,20,Puerto Plata,101,2025,8,1549,54,32033238
3220,21,Río San Juan,101,2025,8,848,25,26855000
3221,22,Salcedo,101,2025,8,2310,19,10368000
3222,23,Samaná,101,2025,8,345,28,16223286
3223,24,San Cristóbal,101,2025,8,1551,45,20447000
3224,25,San Francisco de Macorís,101,2025,8,5057,34,39823000
3225,26,San José de Ocoa,101,2025,8,995,50,95523112
3226,27,San José de las Matas,101,2025,8,391,26,20965883
3227,28,San Juan de la Maguana,101,2025,8,1656,41,147721542
3228,29,Santiago,101,2025,8,136,44,103101715
3229,30,Santiago Rodríguez,101,2025,8,195,22,17034995
3230,31,Santo Domingo,101,2025,8,60,87,259954596
3231,32,Valverde Mao,101,2025,8,2479,33,194406615
3232,33,Villa Riva,101,2025,8,2095,39,111418700
3233,1,Arenoso,102,2025,9,621,10,6625300
3234,2,Azua,102,2025,9,1156,35,19039000
3235,3,Baní,102,2025,9,2090,32,67025000
3236,4,Barahona,102,2025,9,1948,21,6593000
3237,5,Bonao,102,2025,9,519,15,16744600
3238,6,Comendador,102,2025,9,298,23,17798168
3239,7,Constanza,102,2025,9,5062,28,45946270
3240,8,Cotuí,102,2025,9,5152,57,41516000
3241,9,Dajabón,102,2025,9,575,16,16195000
3242,10,El Seibo,102,2025,9,216,22,10635504
3243,11,Hato Mayor,102,2025,9,104,10,2668700
3244,12,Higüey,102,2025,9,433,17,12062500
3245,13,La Vega,102,2025,9,3521,48,211321378
3246,15,Moca,102,2025,9,1855,46,161149600
3247,16,Monte Plata,102,2025,9,302,30,33388336
3248,17,Montecristí,102,2025,9,536,36,18748982
3249,18,Nagua,102,2025,9,480,7,77994000
3250,19,Neyba,102,2025,9,807,40,14267500
3251,20,Puerto Plata,102,2025,9,1284,58,33267302
3252,21,Río San Juan,102,2025,9,852,21,25240541
3253,22,Salcedo,102,2025,9,12215,29,53579727
3254,23,Samaná,102,2025,9,374,23,10860000
3255,24,San Cristóbal,102,2025,9,1138,39,15467000
3256,25,San Francisco de Macorís,102,2025,9,6962,26,91527173
3257,26,San José de Ocoa,102,2025,9,1189,36,78021713
3258,27,San José de las Matas,102,2025,9,471,18,53800098
3259,28,San Juan de la Maguana,102,2025,9,1374,37,17127818
3260,29,Santiago,102,2025,9,790,29,69742492
3261,30,Santiago Rodríguez,102,2025,9,149,25,24103985
3262,31,Santo Domingo,102,2025,9,0,39,141410233
3263,32,Valverde Mao,102,2025,9,914,21,165056176
3264,33,Villa Riva,102,2025,9,2027,26,17598370
3265,1,Arenoso,103,2025,10,550,15,12312500
3266,2,Azua,103,2025,10,1150,39,15021600
3267,3,Baní,103,2025,10,363,26,133196795
3268,4,Barahona,103,2025,10,267,14,6797039
3269,5,Bonao,103,2025,10,3129,10,80786180
3270,6,Comendador,103,2025,10,153,4,1520000
3271,7,Constanza,103,2025,10,1256,36,63230964
3272,8,Cotuí,103,2025,10,3605,40,47897000
3273,9,Dajabón,103,2025,10,137,15,18199000
3274,10,El Seibo,103,2025,10,960,34,33482500
3275,11,Hato Mayor,103,2025,10,185,16,12887000
3276,12,Higüey,103,2025,10,165,32,17335700
3277,13,La Vega,103,2025,10,1444,41,78050265
3278,15,Moca,103,2025,10,504,40,109570400
3279,16,Monte Plata,103,2025,10,708,23,24510101
3280,17,Montecristí,103,2025,10,1118,37,35676600
3281,18,Nagua,103,2025,10,3129,18,22177000
3282,19,Neyba,103,2025,10,243,26,6420200
3283,20,Puerto Plata,103,2025,10,2064,81,54320188
3284,21,Río San Juan,103,2025,10,617,21,24690618
3285,22,Salcedo,103,2025,10,649,17,9649945
3286,23,Samaná,103,2025,10,778,52,24037824
3287,24,San Cristóbal,103,2025,10,601,27,10350170
3288,25,San Francisco de Macorís,103,2025,10,7566,48,86508135
3289,26,San José de Ocoa,103,2025,10,404,30,94678271
3290,27,San José de las Matas,103,2025,10,690,33,19758007
3291,28,San Juan de la Maguana,103,2025,10,2106,48,45854917
3292,29,Santiago,103,2025,10,1525,47,124910505
3293,30,Santiago Rodríguez,103,2025,10,130,29,32842500
3294,31,Santo Domingo,103,2025,10,0,77,222679750
3295,32,Valverde Mao,103,2025,10,1163,27,61199844
3296,33,Villa Riva,103,2025,10,957,22,10261776
3297,1,Arenoso,104,2025,11,9924,92,69570000
3298,2,Azua,104,2025,11,1258,49,36265400
3299,3,Baní,104,2025,11,686,29,28928400
3300,4,Barahona,104,2025,11,435,18,8395000
3301,5,Bonao,104,2025,11,678,25,63345320
3302,6,Comendador,104,2025,11,0,17,26092777
3303,7,Constanza,104,2025,11,3420,57,97938721
3304,8,Cotuí,104,2025,11,6595,65,131068680
3305,9,Dajabón,104,2025,11,1516,34,23706750
3306,10,El Seibo,104,2025,11,1184,30,16267000
3307,11,Hato Mayor,104,2025,11,432,21,18783400
3308,12,Higüey,104,2025,11,1963,46,42022900
3309,13,La Vega,104,2025,11,7460,164,97380128
3310,15,Moca,104,2025,11,2235,48,81368300
3311,16,Monte Plata,104,2025,11,337,25,23089909
3312,17,Montecristí,104,2025,11,15134,155,111937290
3313,18,Nagua,104,2025,11,2258,39,22787000
3314,19,Neyba,104,2025,11,928,34,17680000
3315,20,Puerto Plata,104,2025,11,1659,68,46281193
3316,21,Río San Juan,104,2025,11,1541,37,32173592
3317,22,Salcedo,104,2025,11,1454,23,18277983
3318,23,Samaná,104,2025,11,1221,31,25469138
3319,24,San Cristóbal,104,2025,11,1036,28,9487000
3320,25,San Francisco de Macorís,104,2025,11,5885,96,71943858
3321,26,San José de Ocoa,104,2025,11,1248,37,101062275
3322,27,San José de las Matas,104,2025,11,759,23,20191564
3323,28,San Juan de la Maguana,104,2025,11,5853,184,117503974
3324,29,Santiago,104,2025,11,326,46,120913635
3325,30,Santiago Rodríguez,104,2025,11,760,44,44476174
3326,31,Santo Domingo,104,2025,11,606,80,239236821
3327,32,Valverde Mao,104,2025,11,1644,36,99480829
3328,33,Villa Riva,104,2025,11,8137,106,55160088
3329,1,Arenoso,105,2025,12,24281,208,183445320
3330,2,Azua,105,2025,12,2715,73,93783986
3331,3,Baní,105,2025,12,31907,75,471431000
3332,4,Barahona,105,2025,12,3014,72,46731000
3333,5,Bonao,105,2025,12,3340,53,48072800
3334,6,Comendador,105,2025,12,535,32,16402323
3335,7,Constanza,105,2025,12,1766,57,131158500
3336,8,Cotuí,105,2025,12,18716,195,219039000
3337,9,Dajabón,105,2025,12,5228,118,148516375
3338,10,El Seibo,105,2025,12,1491,53,28183500
3339,11,Hato Mayor,105,2025,12,6242,64,55209400
3340,12,Higüey,105,2025,12,2423,58,49639866
3341,13,La Vega,105,2025,12,14058,216,204118245
3342,15,Moca,105,2025,12,2224,58,286865000
3343,16,Monte Plata,105,2025,12,2487,65,58631987
3344,17,Montecristí,105,2025,12,9738,125,146276000
3345,18,Nagua,105,2025,12,16841,158,111755160
3346,19,Neyba,105,2025,12,1322,54,22089000
3347,20,Puerto Plata,105,2025,12,1538,96,106903931
3348,21,Río San Juan,105,2025,12,3876,65,55952603
3349,22,Salcedo,105,2025,12,5070,42,60557232
3350,23,Samaná,105,2025,12,2200,88,42209410
3351,24,San Cristóbal,105,2025,12,2961,88,77300696
3352,25,San Francisco de Macorís,105,2025,12,23517,207,180576814
3353,26,San José de Ocoa,105,2025,12,2658,96,163398179
3354,27,San José de las Matas,105,2025,12,1896,35,49277593
3355,28,San Juan de la Maguana,105,2025,12,4076,147,122067495
3356,29,Santiago,105,2025,12,3870,91,181041349
3357,30,Santiago Rodríguez,105,2025,12,507,51,72734100
3358,31,Santo Domingo,105,2025,12,217,87,388856364
3359,32,Valverde Mao,105,2025,12,9419,124,209764978
