desembolso_cobro_id,sucursal_id,sucursal_nombre,periodo_id,anio,mes_numero,desembolsos_rd,cobros_rd,balance_neto_rd
456,8,Cotuí,108,2026,3,63584916,104034898,-40449982
457,9,Dajabón,108,2026,3,13902847,34525320,-20622473
458,10,El Seibo,108,2026,3,14790047,24358986,-9568939
459,11,Hato Mayor,108,2026,3,17222570,27446010,-10223440
460,12,Higüey,108,2026,3,38008801,45837367,-7828566
461,13,La Vega,108,2026,3,96825905,117414032,-20588127
462,14,Mao Valverde,108,2026,3,137812824,144349858,-6537034
463,15,Moca,108,2026,3,89574550,57361419,32213131
464,16,Monte Plata,108,2026,3,40669478,47897816,-7228338
465,17,Montecristí,108,2026,3,129626915,129434031,192884
466,18,Nagua,108,2026,3,17954641,34542917,-16588276
467,19,Neyba,108,2026,3,13472428,14435969,-963541
468,20,Puerto Plata,108,2026,3,52418994,40899498,11519496
469,21,Río San Juan,108,2026,3,29514006,21975683,7538323
470,22,Salcedo,108,2026,3,20057468,18654433,1403035
471,23,Samaná,108,2026,3,32651243,19784366,12866877
472,24,San Cristóbal,108,2026,3,27402500,29442681,-2040181
473,25,San Francisco de Macorís,108,2026,3,92828836,105963910,-13135074
474,26,San José de Ocoa,108,2026,3,32002333,75799933,-43797600
475,27,San José de las Matas,108,2026,3,25186201,24510590,675611
476,28,San Juan de la Maguana,108,2026,3,43566866,80050056,-36483190
477,29,Santiago,108,2026,3,207287410,143161800,64125610
478,30,Santiago Rodríguez,108,2026,3,64069447,38206487,25862960
479,31,Santo Domingo,108,2026,3,331430215,277923153,53507062
480,33,Villa Riva,108,2026,3,52650240,36534660,16115580
