monto_destino_id,destino_id,destino_nombre,rubro,tipo_operacion,periodo_id,anio,mes_numero,cantidad,valores_rd,tareas,beneficiados
1036,4,Aguacate (Producción),Aguacate,Producción,23,2019,2,66,46695000,5355,151
1037,8,Ajo (Comercialización),Ajo,Comercialización,23,2019,2,0,0,0,0
1038,9,Ajo (Producción),Ajo,Producción,23,2019,2,4,15880000,411,4
1039,10,Ají (Producción),Ají,Producción,23,2019,2,17,20775000,383,17
1040,11,Apícola,Apícola,General,23,2019,2,4,700000,0,4
1041,14,Arroz (Comercialización),Arroz,Comercialización,23,2019,2,3,30650000,0,3
1042,17,Arroz (Producción),Arroz,Producción,23,2019,2,121,64325576,14958,121
1043,20,Batata,Batata,General,23,2019,2,3,630000,185,3
1044,23,Cacao (Comercialización),Cacao,Comercialización,23,2019,2,2,10300000,0,2
1045,24,Cacao (Producción),Cacao,Producción,23,2019,2,37,35372000,7621,69
1046,26,Café (Comercialización),Café,Comercialización,23,2019,2,0,0,0,0
1047,27,Café (Producción),Café,Producción,23,2019,2,17,7392000,985,17
1048,28,Cebolla,Cebolla,General,23,2019,2,4,1769000,101,4
1049,33,Coco (Comercialización),Coco,Comercialización,23,2019,2,0,0,0,0
1050,34,Coco (Producción),Coco,Producción,23,2019,2,3,4800000,1760,3
1051,40,Gallinas Ponedoras,Gallinas Ponedoras,General,23,2019,2,5,9662000,0,5
1052,41,Ganado de Carne,Ganado de Carne,General,23,2019,2,52,65406790,0,52
1053,42,Ganado de Carne (Com),Ganado de Carne,Com,23,2019,2,4,1600000,0,4
1054,44,Ganado de Doble Propósito,Ganado de Doble Propósito,General,23,2019,2,42,54476000,0,42
1055,45,Ganado de Leche,Ganado de Leche,General,23,2019,2,8,9900000,0,8
1056,46,Ganado de Leche (Com.),Ganado de Leche,Com.,23,2019,2,6,55382186,0,6
1057,51,Guandul (Comercialización),Guandul,Comercialización,23,2019,2,0,0,0,0
1058,52,Guandul (Producción),Guandul,Producción,23,2019,2,4,380000,180,4
1059,53,Guineo,Guineo,General,23,2019,2,2,2214000,300,2
1060,57,Habichuela (Comercialización),Habichuela,Comercialización,23,2019,2,0,0,0,0
1061,58,Habichuela (Producción),Habichuela,Producción,23,2019,2,1,120000,40,1
1062,59,Invernadero,Invernadero,General,23,2019,2,3,4400000,0,3
1063,63,Maíz (Comercialización),Maíz,Comercialización,23,2019,2,0,0,0,0
1064,64,Maíz (Producción),Maíz,Producción,23,2019,2,2,645000,75,2
1065,68,Otros Agrícolas,Otros Agrícolas,General,23,2019,2,109,162063555,5768,109
1066,69,Otros Avícolas,Otros Avícolas,General,23,2019,2,0,0,0,0
1067,70,Otros Pecuarios,Otros Pecuarios,General,23,2019,2,25,6936905,0,25
1068,72,Papa,Papa,General,23,2019,2,14,53534000,1673,14
1069,75,Piña,Piña,General,23,2019,2,20,21635000,1378,20
1070,77,Plátano,Plátano,General,23,2019,2,83,33813500,4178,83
1071,82,Pollos de Engorde,Pollos de Engorde,General,23,2019,2,47,25542500,0,47
1072,85,Porcino (Comercialización),Porcino,Comercialización,23,2019,2,0,0,0,0
1073,86,Porcino (Producción),Porcino,Producción,23,2019,2,46,21540000,0,46
1074,87,Préstamos de Consumo,Préstamos de Consumo,General,23,2019,2,195,35393990,0,195
1075,92,Tabaco (Comercialización),Tabaco,Comercialización,23,2019,2,7,2260000,0,7
1076,94,Tabaco (Producción),Tabaco,Producción,23,2019,2,3,14195000,2045,57
1077,97,Tomate Industrial,Tomate Industrial,General,23,2019,2,0,0,0,0
1078,98,Tomate de Mesa,Tomate de Mesa,General,23,2019,2,18,8410000,270,18
1079,100,Yautía,Yautía,General,23,2019,2,11,4512000,571,11
1080,102,Yuca,Yuca,General,23,2019,2,18,7152500,1991,18
1081,104,Ñame,Ñame,General,23,2019,2,11,1980000,219,11
1082,3,"Agro. Manufactura, Comercio V. y Otros","Agro. Manufactura, Comercio V. y Otros",General,24,2019,3,377,357255449,0,377
1083,4,Aguacate (Producción),Aguacate,Producción,24,2019,3,113,38392500,5151,114
1084,8,Ajo (Comercialización),Ajo,Comercialización,24,2019,3,0,0,0,0
1085,9,Ajo (Producción),Ajo,Producción,24,2019,3,2,16354200,415,2
1086,10,Ají (Producción),Ají,Producción,24,2019,3,12,15089540,180,12
1087,11,Apícola,Apícola,General,24,2019,3,4,770000,0,4
1088,14,Arroz (Comercialización),Arroz,Comercialización,24,2019,3,13,355665000,0,13
1089,17,Arroz (Producción),Arroz,Producción,24,2019,3,29,41865600,7296,29
1090,20,Batata,Batata,General,24,2019,3,5,3592500,926,5
1091,23,Cacao (Comercialización),Cacao,Comercialización,24,2019,3,4,150450000,0,4
1092,24,Cacao (Producción),Cacao,Producción,24,2019,3,59,31593250,8443,73
1093,26,Café (Comercialización),Café,Comercialización,24,2019,3,1,5000000,0,1
1094,27,Café (Producción),Café,Producción,24,2019,3,26,26830000,1816,26
1095,28,Cebolla,Cebolla,General,24,2019,3,7,6745800,361,7
1096,33,Coco (Comercialización),Coco,Comercialización,24,2019,3,0,0,0,0
1097,34,Coco (Producción),Coco,Producción,24,2019,3,4,1480000,402,4
1098,40,Gallinas Ponedoras,Gallinas Ponedoras,General,24,2019,3,10,13800000,0,10
1099,41,Ganado de Carne,Ganado de Carne,General,24,2019,3,49,54171550,0,49
1100,42,Ganado de Carne (Com),Ganado de Carne,Com,24,2019,3,4,1150000,0,4
1101,44,Ganado de Doble Propósito,Ganado de Doble Propósito,General,24,2019,3,40,51797650,0,40
1102,45,Ganado de Leche,Ganado de Leche,General,24,2019,3,10,10193000,0,10
1103,46,Ganado de Leche (Com.),Ganado de Leche,Com.,24,2019,3,0,0,0,0
1104,51,Guandul (Comercialización),Guandul,Comercialización,24,2019,3,0,0,0,0
1105,52,Guandul (Producción),Guandul,Producción,24,2019,3,6,690000,343,6
1106,53,Guineo,Guineo,General,24,2019,3,5,1250000,198,5
1107,57,Habichuela (Comercialización),Habichuela,Comercialización,24,2019,3,2,48000000,0,2
1108,58,Habichuela (Producción),Habichuela,Producción,24,2019,3,2,225000,60,2
1109,59,Invernadero,Invernadero,General,24,2019,3,1,4000681,23,1
1110,63,Maíz (Comercialización),Maíz,Comercialización,24,2019,3,0,0,0,0
1111,64,Maíz (Producción),Maíz,Producción,24,2019,3,5,495000,313,5
1112,68,Otros Agrícolas,Otros Agrícolas,General,24,2019,3,140,176795440,15614,194
1113,69,Otros Avícolas,Otros Avícolas,General,24,2019,3,0,0,0,0
1114,70,Otros Pecuarios,Otros Pecuarios,General,24,2019,3,24,82359523,0,24
1115,72,Papa,Papa,General,24,2019,3,13,11976000,549,13
1116,75,Piña,Piña,General,24,2019,3,15,7285000,461,15
1117,77,Plátano,Plátano,General,24,2019,3,42,19393250,3276,42
1118,82,Pollos de Engorde,Pollos de Engorde,General,24,2019,3,45,47818665,0,54
1119,85,Porcino (Comercialización),Porcino,Comercialización,24,2019,3,0,0,0,0
1120,86,Porcino (Producción),Porcino,Producción,24,2019,3,55,21498200,0,55
1121,87,Préstamos de Consumo,Préstamos de Consumo,General,24,2019,3,166,29024906,0,166
1122,92,Tabaco (Comercialización),Tabaco,Comercialización,24,2019,3,5,4895000,0,5
1123,94,Tabaco (Producción),Tabaco,Producción,24,2019,3,0,0,0,0
1124,97,Tomate Industrial,Tomate Industrial,General,24,2019,3,0,0,0,0
1125,98,Tomate de Mesa,Tomate de Mesa,General,24,2019,3,12,11805000,265,12
1126,100,Yautía,Yautía,General,24,2019,3,6,855000,162,6
1127,102,Yuca,Yuca,General,24,2019,3,13,3865000,1151,13
1128,104,Ñame,Ñame,General,24,2019,3,19,3090000,448,19
1129,3,"Agro. Manufactura, Comercio V. y Otros","Agro. Manufactura, Comercio V. y Otros",General,25,2019,4,413,411397598,0,413
1130,4,Aguacate (Producción),Aguacate,Producción,25,2019,4,108,56850000,5020,110
1131,8,Ajo (Comercialización),Ajo,Comercialización,25,2019,4,0,0,0,0
1132,9,Ajo (Producción),Ajo,Producción,25,2019,4,2,2650000,73,2
1133,10,Ají (Producción),Ají,Producción,25,2019,4,14,18520000,211,14
1134,11,Apícola,Apícola,General,25,2019,4,2,275000,0,2
1135,14,Arroz (Comercialización),Arroz,Comercialización,25,2019,4,17,596608800,0,17
1136,17,Arroz (Producción),Arroz,Producción,25,2019,4,55,11914950,3661,55
1137,20,Batata,Batata,General,25,2019,4,4,1345000,460,4
1138,23,Cacao (Comercialización),Cacao,Comercialización,25,2019,4,4,6800000,0,4
1139,24,Cacao (Producción),Cacao,Producción,25,2019,4,86,24785300,8595,86
1140,26,Café (Comercialización),Café,Comercialización,25,2019,4,0,0,0,0
1141,27,Café (Producción),Café,Producción,25,2019,4,17,7820000,1346,17
1142,28,Cebolla,Cebolla,General,25,2019,4,8,6252000,371,8
1143,33,Coco (Comercialización),Coco,Comercialización,25,2019,4,0,0,0,0
1144,34,Coco (Producción),Coco,Producción,25,2019,4,3,2040000,510,3
1145,40,Gallinas Ponedoras,Gallinas Ponedoras,General,25,2019,4,6,5500000,0,6
1146,41,Ganado de Carne,Ganado de Carne,General,25,2019,4,59,72601250,0,59
1147,42,Ganado de Carne (Com),Ganado de Carne,Com,25,2019,4,2,460000,0,2
1148,44,Ganado de Doble Propósito,Ganado de Doble Propósito,General,25,2019,4,32,72890000,0,32
1149,45,Ganado de Leche,Ganado de Leche,General,25,2019,4,24,11637000,0,24
1150,46,Ganado de Leche (Com.),Ganado de Leche,Com.,25,2019,4,2,82147801,0,2
1151,51,Guandul (Comercialización),Guandul,Comercialización,25,2019,4,0,0,0,0
1152,52,Guandul (Producción),Guandul,Producción,25,2019,4,2,135000,70,2
1153,53,Guineo,Guineo,General,25,2019,4,2,14450000,1219,2
1154,57,Habichuela (Comercialización),Habichuela,Comercialización,25,2019,4,0,0,0,0
1155,58,Habichuela (Producción),Habichuela,Producción,25,2019,4,0,0,0,0
1156,59,Invernadero,Invernadero,General,25,2019,4,2,35106238,32,2
1157,63,Maíz (Comercialización),Maíz,Comercialización,25,2019,4,0,0,0,0
1158,64,Maíz (Producción),Maíz,Producción,25,2019,4,7,580000,380,7
1159,68,Otros Agrícolas,Otros Agrícolas,General,25,2019,4,159,279806249,4815,160
1160,69,Otros Avícolas,Otros Avícolas,General,25,2019,4,1,300000,0,1
1161,70,Otros Pecuarios,Otros Pecuarios,General,25,2019,4,25,27518520,0,25
1162,72,Papa,Papa,General,25,2019,4,15,9995000,453,15
1163,75,Piña,Piña,General,25,2019,4,21,12875000,790,21
1164,77,Plátano,Plátano,General,25,2019,4,51,36000600,3882,51
1165,82,Pollos de Engorde,Pollos de Engorde,General,25,2019,4,46,33451637,0,46
1166,85,Porcino (Comercialización),Porcino,Comercialización,25,2019,4,0,0,0,0
1167,86,Porcino (Producción),Porcino,Producción,25,2019,4,46,26155000,0,46
1168,87,Préstamos de Consumo,Préstamos de Consumo,General,25,2019,4,170,33455392,0,170
1169,92,Tabaco (Comercialización),Tabaco,Comercialización,25,2019,4,3,850000,0,3
1170,94,Tabaco (Producción),Tabaco,Producción,25,2019,4,0,0,0,0
1171,97,Tomate Industrial,Tomate Industrial,General,25,2019,4,0,0,0,0
1172,98,Tomate de Mesa,Tomate de Mesa,General,25,2019,4,8,7600000,118,8
1173,100,Yautía,Yautía,General,25,2019,4,16,2790000,501,16
1174,102,Yuca,Yuca,General,25,2019,4,15,2353000,619,15
1175,104,Ñame,Ñame,General,25,2019,4,6,1245000,215,6
1176,3,"Agro. Manufactura, Comercio V. y Otros","Agro. Manufactura, Comercio V. y Otros",General,26,2019,5,529,393783402,0,529
1177,4,Aguacate (Producción),Aguacate,Producción,26,2019,5,117,65061699,7090,117
1178,8,Ajo (Comercialización),Ajo,Comercialización,26,2019,5,2,37000000,0,2
1179,9,Ajo (Producción),Ajo,Producción,26,2019,5,0,0,0,0
1180,10,Ají (Producción),Ají,Producción,26,2019,5,11,34759950,278,11
1181,11,Apícola,Apícola,General,26,2019,5,5,13798345,0,5
1182,14,Arroz (Comercialización),Arroz,Comercialización,26,2019,5,39,815136160,0,39
1183,17,Arroz (Producción),Arroz,Producción,26,2019,5,971,393111621,93063,1005
1184,20,Batata,Batata,General,26,2019,5,3,452000,195,3
1185,23,Cacao (Comercialización),Cacao,Comercialización,26,2019,5,9,16480000,0,9
1186,24,Cacao (Producción),Cacao,Producción,26,2019,5,160,47641250,18434,160
1187,26,Café (Comercialización),Café,Comercialización,26,2019,5,0,0,0,0
1188,27,Café (Producción),Café,Producción,26,2019,5,31,7000000,1327,31
1189,28,Cebolla,Cebolla,General,26,2019,5,4,1887500,115,4
1190,33,Coco (Comercialización),Coco,Comercialización,26,2019,5,0,0,0,0
1191,34,Coco (Producción),Coco,Producción,26,2019,5,6,3675000,867,6
1192,40,Gallinas Ponedoras,Gallinas Ponedoras,General,26,2019,5,6,3625000,0,6
1193,41,Ganado de Carne,Ganado de Carne,General,26,2019,5,64,56380500,0,64
1194,42,Ganado de Carne (Com),Ganado de Carne,Com,26,2019,5,3,1635000,0,3
1195,44,Ganado de Doble Propósito,Ganado de Doble Propósito,General,26,2019,5,51,41392700,0,51
1196,45,Ganado de Leche,Ganado de Leche,General,26,2019,5,14,45564346,0,14
1197,46,Ganado de Leche (Com.),Ganado de Leche,Com.,26,2019,5,6,97884182,0,6
1198,51,Guandul (Comercialización),Guandul,Comercialización,26,2019,5,0,0,0,0
1199,52,Guandul (Producción),Guandul,Producción,26,2019,5,3,285000,165,3
1200,53,Guineo,Guineo,General,26,2019,5,4,14410000,880,4
1201,57,Habichuela (Comercialización),Habichuela,Comercialización,26,2019,5,2,64247000,0,2
1202,58,Habichuela (Producción),Habichuela,Producción,26,2019,5,0,0,0,0
1203,59,Invernadero,Invernadero,General,26,2019,5,8,88232993,315,8
1204,63,Maíz (Comercialización),Maíz,Comercialización,26,2019,5,0,0,0,0
1205,64,Maíz (Producción),Maíz,Producción,26,2019,5,5,1080000,480,5
1206,68,Otros Agrícolas,Otros Agrícolas,General,26,2019,5,245,287699517,10034,247
1207,69,Otros Avícolas,Otros Avícolas,General,26,2019,5,2,295000,0,2
1208,70,Otros Pecuarios,Otros Pecuarios,General,26,2019,5,51,65212370,0,51
1209,72,Papa,Papa,General,26,2019,5,19,30667000,1300,19
1210,75,Piña,Piña,General,26,2019,5,23,70532140,2471,23
1211,77,Plátano,Plátano,General,26,2019,5,72,31301500,4576,72
1212,82,Pollos de Engorde,Pollos de Engorde,General,26,2019,5,55,41166500,0,55
1213,85,Porcino (Comercialización),Porcino,Comercialización,26,2019,5,2,300000,0,2
1214,86,Porcino (Producción),Porcino,Producción,26,2019,5,52,77701000,0,52
1215,87,Préstamos de Consumo,Préstamos de Consumo,General,26,2019,5,240,44650544,0,240
1216,92,Tabaco (Comercialización),Tabaco,Comercialización,26,2019,5,5,42200000,0,68
1217,94,Tabaco (Producción),Tabaco,Producción,26,2019,5,1,200000,30,1
1218,97,Tomate Industrial,Tomate Industrial,General,26,2019,5,0,0,0,0
1219,98,Tomate de Mesa,Tomate de Mesa,General,26,2019,5,12,11550000,228,12
1220,100,Yautía,Yautía,General,26,2019,5,10,1425000,200,10
1221,102,Yuca,Yuca,General,26,2019,5,31,9876000,2556,31
1222,104,Ñame,Ñame,General,26,2019,5,8,1129200,152,8
1223,3,"Agro. Manufactura, Comercio V. y Otros","Agro. Manufactura, Comercio V. y Otros",General,27,2019,6,435,548755432,0,435
1224,4,Aguacate (Producción),Aguacate,Producción,27,2019,6,76,44275000,4023,76
1225,8,Ajo (Comercialización),Ajo,Comercialización,27,2019,6,1,300000000,0,1
1226,9,Ajo (Producción),Ajo,Producción,27,2019,6,0,0,0,0
1227,10,Ají (Producción),Ají,Producción,27,2019,6,9,11700000,146,9
1228,11,Apícola,Apícola,General,27,2019,6,2,350000,0,2
1229,14,Arroz (Comercialización),Arroz,Comercialización,27,2019,6,13,232150816,0,13
1230,17,Arroz (Producción),Arroz,Producción,27,2019,6,1081,572237549,122350,1176
1231,20,Batata,Batata,General,27,2019,6,7,1696000,504,7
1232,23,Cacao (Comercialización),Cacao,Comercialización,27,2019,6,3,1190000,0,3
1233,24,Cacao (Producción),Cacao,Producción,27,2019,6,177,60300500,21401,201
1234,26,Café (Comercialización),Café,Comercialización,27,2019,6,0,0,0,0
1235,27,Café (Producción),Café,Producción,27,2019,6,27,11445000,1864,27
1236,28,Cebolla,Cebolla,General,27,2019,6,3,5825000,199,3
1237,33,Coco (Comercialización),Coco,Comercialización,27,2019,6,0,0,0,0
1238,34,Coco (Producción),Coco,Producción,27,2019,6,5,14305000,1691,5
1239,40,Gallinas Ponedoras,Gallinas Ponedoras,General,27,2019,6,4,29970000,0,4
1240,41,Ganado de Carne,Ganado de Carne,General,27,2019,6,48,36282000,0,48
1241,42,Ganado de Carne (Com),Ganado de Carne,Com,27,2019,6,2,695000,0,2
1242,44,Ganado de Doble Propósito,Ganado de Doble Propósito,General,27,2019,6,47,86556000,0,77
1243,45,Ganado de Leche,Ganado de Leche,General,27,2019,6,14,65864640,0,14
1244,46,Ganado de Leche (Com.),Ganado de Leche,Com.,27,2019,6,5,40158600,0,5
1245,51,Guandul (Comercialización),Guandul,Comercialización,27,2019,6,0,0,0,0
1246,52,Guandul (Producción),Guandul,Producción,27,2019,6,1,500000,200,1
1247,53,Guineo,Guineo,General,27,2019,6,2,2080000,178,2
1248,57,Habichuela (Comercialización),Habichuela,Comercialización,27,2019,6,1,500000,0,1
1249,58,Habichuela (Producción),Habichuela,Producción,27,2019,6,0,0,0,0
1250,59,Invernadero,Invernadero,General,27,2019,6,10,139097834,150,10
1251,63,Maíz (Comercialización),Maíz,Comercialización,27,2019,6,1,250000,0,1
1252,64,Maíz (Producción),Maíz,Producción,27,2019,6,8,681000,355,8
1253,68,Otros Agrícolas,Otros Agrícolas,General,27,2019,6,145,207131503,6229,145
1254,69,Otros Avícolas,Otros Avícolas,General,27,2019,6,1,2800000,0,1
1255,70,Otros Pecuarios,Otros Pecuarios,General,27,2019,6,36,25411500,0,36
1256,72,Papa,Papa,General,27,2019,6,18,25190000,1068,18
1257,75,Piña,Piña,General,27,2019,6,10,3840000,297,10
1258,77,Plátano,Plátano,General,27,2019,6,65,53983000,7862,65
1259,82,Pollos de Engorde,Pollos de Engorde,General,27,2019,6,42,26455000,0,42
1260,85,Porcino (Comercialización),Porcino,Comercialización,27,2019,6,0,0,0,0
1261,86,Porcino (Producción),Porcino,Producción,27,2019,6,52,24911000,0,52
1262,87,Préstamos de Consumo,Préstamos de Consumo,General,27,2019,6,131,26456813,0,131
1263,92,Tabaco (Comercialización),Tabaco,Comercialización,27,2019,6,0,0,0,0
1264,94,Tabaco (Producción),Tabaco,Producción,27,2019,6,0,0,0,0
1265,97,Tomate Industrial,Tomate Industrial,General,27,2019,6,0,0,0,0
1266,98,Tomate de Mesa,Tomate de Mesa,General,27,2019,6,16,12620000,345,16
1267,100,Yautía,Yautía,General,27,2019,6,12,2390000,431,12
1268,102,Yuca,Yuca,General,27,2019,6,26,10965900,2634,26
1269,104,Ñame,Ñame,General,27,2019,6,8,1510000,235,8
1270,3,"Agro. Manufactura, Comercio V. y Otros","Agro. Manufactura, Comercio V. y Otros",General,28,2019,7,238,223470788,0,238
1271,4,Aguacate (Producción),Aguacate,Producción,28,2019,7,71,124828000,6679,71
1272,8,Ajo (Comercialización),Ajo,Comercialización,28,2019,7,0,0,0,0
1273,9,Ajo (Producción),Ajo,Producción,28,2019,7,1,2500000,61,1
1274,10,Ají (Producción),Ají,Producción,28,2019,7,19,16615000,194,19
1275,11,Apícola,Apícola,General,28,2019,7,3,540000,0,3
1276,14,Arroz (Comercialización),Arroz,Comercialización,28,2019,7,11,112102379,0,11
1277,17,Arroz (Producción),Arroz,Producción,28,2019,7,572,263649700,59660,572
1278,20,Batata,Batata,General,28,2019,7,7,505000,170,7
1279,23,Cacao (Comercialización),Cacao,Comercialización,28,2019,7,9,60550000,0,9
1280,24,Cacao (Producción),Cacao,Producción,28,2019,7,256,96000000,38280,256
1281,26,Café (Comercialización),Café,Comercialización,28,2019,7,0,0,0,0
1282,27,Café (Producción),Café,Producción,28,2019,7,24,40760000,2673,24
1283,28,Cebolla,Cebolla,General,28,2019,7,4,1690000,103,4
1284,33,Coco (Comercialización),Coco,Comercialización,28,2019,7,2,1500000,0,2
1285,34,Coco (Producción),Coco,Producción,28,2019,7,3,1260000,439,3
1286,40,Gallinas Ponedoras,Gallinas Ponedoras,General,28,2019,7,8,14868000,0,8
1287,41,Ganado de Carne,Ganado de Carne,General,28,2019,7,79,59835716,0,79
1288,42,Ganado de Carne (Com),Ganado de Carne,Com,28,2019,7,5,2850000,0,5
1289,44,Ganado de Doble Propósito,Ganado de Doble Propósito,General,28,2019,7,61,89382500,0,102
1290,45,Ganado de Leche,Ganado de Leche,General,28,2019,7,13,10435000,0,13
1291,46,Ganado de Leche (Com.),Ganado de Leche,Com.,28,2019,7,3,15531600,0,3
1292,51,Guandul (Comercialización),Guandul,Comercialización,28,2019,7,0,0,0,0
1293,52,Guandul (Producción),Guandul,Producción,28,2019,7,1,260000,105,1
1294,53,Guineo,Guineo,General,28,2019,7,8,10280000,1850,8
1295,57,Habichuela (Comercialización),Habichuela,Comercialización,28,2019,7,0,0,0,0
1296,58,Habichuela (Producción),Habichuela,Producción,28,2019,7,1,120000,30,1
1297,59,Invernadero,Invernadero,General,28,2019,7,8,112699663,123,8
1298,63,Maíz (Comercialización),Maíz,Comercialización,28,2019,7,0,0,0,0
1299,64,Maíz (Producción),Maíz,Producción,28,2019,7,11,1097000,552,11
1300,68,Otros Agrícolas,Otros Agrícolas,General,28,2019,7,165,249168479,10502,203
1301,69,Otros Avícolas,Otros Avícolas,General,28,2019,7,0,0,0,0
1302,70,Otros Pecuarios,Otros Pecuarios,General,28,2019,7,34,26119500,0,54
1303,72,Papa,Papa,General,28,2019,7,39,88781000,3148,39
1304,75,Piña,Piña,General,28,2019,7,20,29325000,1929,20
1305,77,Plátano,Plátano,General,28,2019,7,51,19805000,2948,51
1306,82,Pollos de Engorde,Pollos de Engorde,General,28,2019,7,58,34066637,0,58
1307,85,Porcino (Comercialización),Porcino,Comercialización,28,2019,7,4,760000,0,4
1308,86,Porcino (Producción),Porcino,Producción,28,2019,7,53,26110000,0,53
1309,87,Préstamos de Consumo,Préstamos de Consumo,General,28,2019,7,232,47567992,0,232
1310,92,Tabaco (Comercialización),Tabaco,Comercialización,28,2019,7,3,8650000,0,3
1311,94,Tabaco (Producción),Tabaco,Producción,28,2019,7,0,0,0,0
1312,97,Tomate Industrial,Tomate Industrial,General,28,2019,7,1,800000,32,1
1313,98,Tomate de Mesa,Tomate de Mesa,General,28,2019,7,15,22800000,288,15
1314,100,Yautía,Yautía,General,28,2019,7,11,1895000,359,11
1315,102,Yuca,Yuca,General,28,2019,7,35,7090600,2058,35
1316,104,Ñame,Ñame,General,28,2019,7,4,650000,110,4
1317,3,"Agro. Manufactura, Comercio V. y Otros","Agro. Manufactura, Comercio V. y Otros",General,29,2019,8,78,63575416,0,78
1318,4,Aguacate (Producción),Aguacate,Producción,29,2019,8,50,29180000,2649,50
1319,8,Ajo (Comercialización),Ajo,Comercialización,29,2019,8,0,0,0,0
1320,9,Ajo (Producción),Ajo,Producción,29,2019,8,0,0,0,0
1321,10,Ají (Producción),Ají,Producción,29,2019,8,9,8910000,97,9
1322,11,Apícola,Apícola,General,29,2019,8,5,830000,0,5
1323,14,Arroz (Comercialización),Arroz,Comercialización,29,2019,8,12,183380000,0,12
1324,17,Arroz (Producción),Arroz,Producción,29,2019,8,62,39610500,7976,62
1325,20,Batata,Batata,General,29,2019,8,9,1520000,430,9
1326,23,Cacao (Comercialización),Cacao,Comercialización,29,2019,8,4,23500000,0,4
1327,24,Cacao (Producción),Cacao,Producción,29,2019,8,166,162662900,31244,303
1328,26,Café (Comercialización),Café,Comercialización,29,2019,8,0,0,0,0
1329,27,Café (Producción),Café,Producción,29,2019,8,13,36786581,3127,13
1330,28,Cebolla,Cebolla,General,29,2019,8,3,6650000,330,3
1331,33,Coco (Comercialización),Coco,Comercialización,29,2019,8,2,350000,0,2
1332,34,Coco (Producción),Coco,Producción,29,2019,8,2,45100000,3045,2
1333,40,Gallinas Ponedoras,Gallinas Ponedoras,General,29,2019,8,10,6125000,0,10
1334,41,Ganado de Carne,Ganado de Carne,General,29,2019,8,55,55510000,0,55
1335,42,Ganado de Carne (Com),Ganado de Carne,Com,29,2019,8,3,3630000,0,3
1336,44,Ganado de Doble Propósito,Ganado de Doble Propósito,General,29,2019,8,51,68550000,0,51
1337,45,Ganado de Leche,Ganado de Leche,General,29,2019,8,13,9134000,0,13
1338,46,Ganado de Leche (Com.),Ganado de Leche,Com.,29,2019,8,2,51500000,0,2
1339,51,Guandul (Comercialización),Guandul,Comercialización,29,2019,8,0,0,0,0
1340,52,Guandul (Producción),Guandul,Producción,29,2019,8,1,125000,70,1
1341,53,Guineo,Guineo,General,29,2019,8,3,15075000,1535,3
1342,57,Habichuela (Comercialización),Habichuela,Comercialización,29,2019,8,0,0,0,0
1343,58,Habichuela (Producción),Habichuela,Producción,29,2019,8,0,0,0,0
1344,59,Invernadero,Invernadero,General,29,2019,8,10,144841102,149,10
1345,63,Maíz (Comercialización),Maíz,Comercialización,29,2019,8,0,0,0,0
1346,64,Maíz (Producción),Maíz,Producción,29,2019,8,4,622000,194,4
1347,68,Otros Agrícolas,Otros Agrícolas,General,29,2019,8,117,551736568,6042,117
1348,69,Otros Avícolas,Otros Avícolas,General,29,2019,8,1,300000,0,1
1349,70,Otros Pecuarios,Otros Pecuarios,General,29,2019,8,30,103597325,0,30
1350,72,Papa,Papa,General,29,2019,8,14,30229000,1260,14
1351,75,Piña,Piña,General,29,2019,8,14,7150000,466,14
1352,77,Plátano,Plátano,General,29,2019,8,8,17395000,2325,8
1353,82,Pollos de Engorde,Pollos de Engorde,General,29,2019,8,48,100336476,0,48
1354,85,Porcino (Comercialización),Porcino,Comercialización,29,2019,8,0,0,0,0
1355,86,Porcino (Producción),Porcino,Producción,29,2019,8,40,22587105,0,40
1356,87,Préstamos de Consumo,Préstamos de Consumo,General,29,2019,8,169,23649310,0,169
1357,92,Tabaco (Comercialización),Tabaco,Comercialización,29,2019,8,2,1300000,0,2
1358,94,Tabaco (Producción),Tabaco,Producción,29,2019,8,0,0,0,0
1359,97,Tomate Industrial,Tomate Industrial,General,29,2019,8,0,0,0,0
1360,98,Tomate de Mesa,Tomate de Mesa,General,29,2019,8,14,9389000,191,14
1361,100,Yautía,Yautía,General,29,2019,8,4,750000,101,4
1362,102,Yuca,Yuca,General,29,2019,8,23,5112500,1655,23
1363,104,Ñame,Ñame,General,29,2019,8,7,1180000,226,7
1364,3,"Agro. Manufactura, Comercio V. y Otros","Agro. Manufactura, Comercio V. y Otros",General,30,2019,9,167,156265381,0,167
1365,4,Aguacate (Producción),Aguacate,Producción,30,2019,9,50,14665000,1734,50
1366,8,Ajo (Comercialización),Ajo,Comercialización,30,2019,9,1,10000000,0,1
1367,9,Ajo (Producción),Ajo,Producción,30,2019,9,0,0,0,0
1368,10,Ají (Producción),Ají,Producción,30,2019,9,13,14850000,190,13
1369,11,Apícola,Apícola,General,30,2019,9,4,980000,0,4
1370,14,Arroz (Comercialización),Arroz,Comercialización,30,2019,9,10,89141640,0,10
1371,17,Arroz (Producción),Arroz,Producción,30,2019,9,25,30677200,5817,25
1372,20,Batata,Batata,General,30,2019,9,13,1685000,533,13
1373,23,Cacao (Comercialización),Cacao,Comercialización,30,2019,9,2,2300000,0,2
1374,24,Cacao (Producción),Cacao,Producción,30,2019,9,104,56347200,14066,104
1375,26,Café (Comercialización),Café,Comercialización,30,2019,9,0,0,0,0
