Sucursal;Cantidad de Préstamos;Valor (RD$);Mes;Año
Villa Riva;1,303;848,830,339;Agosto;2024
San Fco. Macorís;958;1,748,857,066;Agosto;2024
Santiago;651;2,097,191,534;Agosto;2024
Moca;778;1,526,843,517;Agosto;2024
San Jose De Las Matas;699;904,360,259;Agosto;2024
Constanza;1,598;3,532,681,627;Agosto;2024
La Vega;1,035;2,933,516,673;Agosto;2024
Santiago Rodríguez;1,624;1,094,788,423;Agosto;2024
Montecristy;1,331;1,406,861,464;Agosto;2024
Puerto Plata;1,790;950,029,951;Agosto;2024
Valverde-Mao;982;2,637,284,698;Agosto;2024
Dajabón;1,273;959,814,171;Agosto;2024
San José De Ocoa;1,582;3,811,678,957;Agosto;2024
Bonao;775;1,042,527,094;Agosto;2024
San Cristóbal;919;988,854,330;Agosto;2024
Salcedo;417;693,347,587;Agosto;2024
Cotuí;1,207;1,651,805,787;Agosto;2024
Santo Domingo;2,021;2,876,756,661;Septiembre;2024
El Seibo;1,630;994,211,254;Septiembre;2024
Higuey;1,191;1,499,425,075;Septiembre;2024
Hato Mayor;2,037;2,232,058,718;Septiembre;2024
Monte Plata;3,016;4,831,470,783;Septiembre;2024
Azua;1,998;1,276,961,438;Septiembre;2024
Baní;1,202;2,166,658,217;Septiembre;2024
Neyba;2,038;1,068,026,820;Septiembre;2024
Barahona;2,575;1,792,336,091;Septiembre;2024
San Juan De La Maguana;4,432;3,363,622,119;Septiembre;2024
Comendador;1,986;851,441,922;Septiembre;2024
Nagua;1,857;1,568,867,285;Septiembre;2024
Arenoso;874;928,183,588;Septiembre;2024
Samaná;1,077;491,376,106;Septiembre;2024
Río San Juan;1,694;1,450,967,246;Septiembre;2024
Villa Riva;1,301;834,594,201;Septiembre;2024
San Fco. Macorís;938;1,723,941,736;Septiembre;2024
Santiago;644;2,089,526,043;Septiembre;2024
Moca;779;1,504,377,772;Septiembre;2024
San Jose De Las Matas;694;908,024,166;Septiembre;2024
Constanza;1,584;3,537,891,281;Septiembre;2024
La Vega;994;2,805,534,931;Septiembre;2024
Santiago Rodríguez;1,614;1,091,623,706;Septiembre;2024
Montecristy;1,332;1,390,409,257;Septiembre;2024
Puerto Plata;1,770;956,550,030;Septiembre;2024
Valverde-Mao;946;2,670,594,837;Septiembre;2024
Dajabón;1,265;959,949,506;Septiembre;2024
San José De Ocoa;1,594;3,822,511,635;Septiembre;2024
Bonao;774;1,019,370,553;Septiembre;2024
San Cristóbal;931;985,922,314;Septiembre;2024
Salcedo;419;673,179,839;Septiembre;2024
Cotuí;1,234;1,665,098,410;Septiembre;2024
Santo Domingo;2,014;2,968,676,240;Octubre;2024
El Seibo;1,632;986,957,241;Octubre;2024
Higuey;1,185;1,484,262,756;Octubre;2024
Hato Mayor;2,034;2,235,374,178;Octubre;2024
Monte Plata;3,036;4,858,643,458;Octubre;2024
Azua;1,986;1,273,495,166;Octubre;2024
Baní;1,215;2,203,495,870;Octubre;2024
Neyba;2,037;1,067,249,661;Octubre;2024
Barahona;2,557;1,785,322,289;Octubre;2024
San Juan De La Maguana;4,398;3,357,618,359;Octubre;2024
Comendador;1,985;850,932,085;Octubre;2024
Nagua;1,774;1,559,188,923;Octubre;2024
Arenoso;816;886,420,726;Octubre;2024
Samaná;1,094;496,292,985;Octubre;2024
Río San Juan;1,690;1,440,171,713;Octubre;2024
Villa Riva;1,258;809,278,807;Octubre;2024
San Fco. Macorís;915;1,601,469,887;Octubre;2024
Santiago;640;2,070,172,053;Octubre;2024
Moca;756;1,472,659,634;Octubre;2024
San Jose De Las Matas;692;917,224,940;Octubre;2024
Constanza;1,582;3,550,091,051;Octubre;2024
La Vega;930;2,742,625,268;Octubre;2024
Santiago Rodríguez;1,620;1,087,345,689;Octubre;2024
Montecristy;1,343;1,383,899,429;Octubre;2024
Puerto Plata;1,756;950,813,675;Octubre;2024
Valverde-Mao;939;2,690,401,966;Octubre;2024
Dajabón;1,233;955,330,564;Octubre;2024
San José De Ocoa;1,600;3,792,214,196;Octubre;2024
Bonao;758;1,020,621,728;Octubre;2024
San Cristóbal;930;986,662,162;Octubre;2024
Salcedo;406;666,967,302;Octubre;2024
Cotuí;1,220;1,699,294,637;Octubre;2024
Santo Domingo;1,993;2,990,754,435;Noviembre;2024
El Seibo;1,622;974,144,334;Noviembre;2024
Higuey;1,216;1,452,710,411;Noviembre;2024
Hato Mayor;2,017;2,237,661,006;Noviembre;2024
Monte Plata;3,027;4,847,042,209;Noviembre;2024
Azua;1,994;1,256,888,533;Noviembre;2024
Baní;1,227;2,213,243,428;Noviembre;2024
Neyba;2,032;1,065,486,725;Noviembre;2024
Barahona;2,537;1,772,445,408;Noviembre;2024
San Juan De La Maguana;4,498;3,370,012,913;Noviembre;2024
Comendador;1,976;851,170,227;Noviembre;2024
Nagua;1,717;1,480,556,240;Noviembre;2024
Arenoso;780;858,332,006;Noviembre;2024
Samaná;1,088;494,237,207;Noviembre;2024
Río San Juan;1,666;1,430,161,649;Noviembre;2024
Villa Riva;1,250;789,627,312;Noviembre;2024
San Fco. Macorís;852;1,545,883,435;Noviembre;2024
Santiago;645;2,059,509,276;Noviembre;2024
Moca;754;1,459,240,870;Noviembre;2024
San Jose De Las Matas;688;920,184,997;Noviembre;2024
Constanza;1,597;3,497,102,888;Noviembre;2024
La Vega;958;2,669,936,729;Noviembre;2024
Santiago Rodríguez;1,609;1,081,389,099;Noviembre;2024
Montecristy;1,396;1,419,276,291;Noviembre;2024
Puerto Plata;1,750;951,292,541;Noviembre;2024
Valverde-Mao;912;2,722,058,919;Noviembre;2024
Dajabón;1,213;945,139,939;Noviembre;2024
San José De Ocoa;1,601;3,812,578,314;Noviembre;2024
Bonao;721;1,010,706,431;Noviembre;2024
San Cristóbal;944;987,986,023;Noviembre;2024
Salcedo;400;694,574,614;Noviembre;2024
Cotuí;1,115;1,683,134,628;Noviembre;2024
Santo Domingo;2,015;2,979,784,438;Diciembre ;2024
El Seibo;1,639;977,034,865;Diciembre ;2024
Higuey;1,218;1,434,098,129;Diciembre;2024
Hato Mayor;2,019;2,272,506,114;Diciembre;2024
Monte Plata;3,011;4,840,395,931;Diciembre;2024
Azua;1,978;1,235,760,395;Diciembre;2024
Baní;1,218;2,212,543,055;Diciembre;2024
Neyba;2,006;1,058,944,428;Diciembre;2024
Barahona;2,523;1,772,217,560;Diciembre;2024
San Juan De La Maguana;4,454;3,441,695,942;Diciembre;2024
Comendador;1,964;857,262,188;Diciembre;2024
Nagua;1,805;1,504,673,661;Diciembre;2024
Arenoso;960;953,795,156;Diciembre;2024
Samaná;1,101;496,395,040;Diciembre;2024
Río San Juan;1,714;1,440,080,964;Diciembre;2024
Villa Riva;1,358;813,754,648;Diciembre;2024
San Fco. Macorís;925;1,584,118,991;Diciembre;2024
Santiago;664;2,107,342,862;Diciembre;2024
Moca;770;1,458,484,074;Diciembre;2024
San Jose De Las Matas;677;922,263,177;Diciembre;2024
Constanza;1,604;3,462,639,964;Diciembre;2024
La Vega;1,060;2,690,033,681;Diciembre;2024
Santiago Rodríguez;1,603;1,068,695,676;Diciembre;2024
Montecristy;1,521;1,458,788,773;Diciembre;2024
Puerto Plata;1,775;965,407,837;Diciembre;2024
Valverde-Mao;942;2,750,342,056;Diciembre;2024
Dajabón;1,260;945,624,197;Diciembre;2024
San José De Ocoa;1,600;3,849,131,539;Diciembre;2024
Bonao;749;976,711,201;Diciembre;2024
San Cristóbal;943;986,918,133;Diciembre;2024
Salcedo;407;664,857,410;Diciembre;2024
Cotuí;1,158;1,668,129,603;Diciembre;2024
Santo Domingo;2,026;3,062,762,396;Enero;2025
El Seibo;1,637;964,862,559;Enero;2025
Higuey;1,218;1,416,234,693;Enero;2025
Hato Mayor;2,010;2,282,819,761;Enero;2025
Monte Plata;3,017;4,830,559,781;Enero;2025
Azua;1,954;1,223,824,225;Enero;2025
Baní;1,206;2,192,416,409;Enero;2025
Neyba;1,967;1,043,119,153;Enero;2025
Barahona;2,518;1,768,014,922;Enero;2025
San Juan De La Maguana;4,428;3,470,376,621;Enero;2025
Comendador;1,964;852,207,008;Enero;2025
Nagua;1,866;1,534,020,180;Enero;2025
Arenoso;1,085;1,056,475,443;Enero;2025
Samaná;1,094;496,784,011;Enero;2025
Río San Juan;1,710;1,422,154,357;Enero;2025
Villa Riva;1,445;879,191,033;Enero;2025
San Fco. Macorís;1,007;1,784,623,125;Enero;2025
Santiago;660;2,086,811,269;Enero;2025
Moca;759;1,470,344,527;Enero;2025
San Jose De Las Matas;671;922,110,706;Enero;2025
Constanza;1,614;3,443,271,781;Enero;2025
La Vega;1,112;2,800,026,071;Enero;2025
Santiago Rodríguez;1,593;1,067,596,904;Enero;2025
Montecristy;1,560;1,473,610,639;Enero;2025
Puerto Plata;1,759;974,077,433;Enero;2025
Valverde-Mao;1,033;2,764,953,792;Enero;2025
Dajabón;1,271;956,611,893;Enero;2025
San José De Ocoa;1,582;3,844,094,232;Enero;2025
Bonao;762;974,159,418;Enero;2025
San Cristóbal;901;962,877,196;Enero;2025
Salcedo;384;521,963,848;Enero;2025
Cotuí;1,239;1,694,069,718;Enero;2025
Santo Domingo;1,977;2,973,610,905;Febrero;2025
El Seibo;1,619;952,167,310;Febrero;2025
Higuey;1,211;1,386,784,104;Febrero;2025
Hato Mayor;2,004;2,257,200,916;Febrero;2025
Monte Plata;3,004;4,823,821,387;Febrero;2025
Azua;1,953;1,220,833,375;Febrero;2025
Baní;1,193;2,225,448,936;Febrero;2025
Neyba;1,935;1,031,338,048;Febrero;2025
Barahona;2,528;1,768,450,441;Febrero;2025
San Juan De La Maguana;4,389;3,450,155,687;Febrero;2025
Comendador;1,959;847,829,660;Febrero;2025
Nagua;1,910;1,538,946,038;Febrero;2025
Arenoso;1,156;1,121,345,836;Febrero;2025
Samaná;1,066;486,445,796;Febrero;2025
Río San Juan;1,703;1,433,930,892;Febrero;2025
Villa Riva;1,444;902,374,313;Febrero;2025
San Fco. Macorís;1,013;1,781,587,803;Febrero;2025
Santiago;675;2,078,075,030;Febrero;2025
Moca;768;1,455,499,710;Febrero;2025
San Jose De Las Matas;660;925,302,903;Febrero;2025
Constanza;1,624;3,477,231,942;Febrero;2025
La Vega;1,126;2,745,245,909;Febrero;2025
Santiago Rodríguez;1,586;1,078,184,034;Febrero;2025
Montecristy;1,550;1,468,924,257;Febrero;2025
Puerto Plata;1,748;971,393,352;Febrero;2025
Valverde-Mao;1,046;2,691,696,586;Febrero;2025
Dajabón;1,268;956,087,247;Febrero;2025
San José De Ocoa;1,570;3,820,551,006;Febrero;2025
Bonao;759;954,573,154;Febrero;2025
San Cristóbal;870;950,286,933;Febrero;2025
Salcedo;382;524,626,674;Febrero;2025
Cotuí;1,245;1,654,900,681;Febrero;2025
Santo Domingo;1,862;2,890,707,505;Marzo;2025
El Seibo;1,604;949,288,922;Marzo;2025
Higuey;1,209;1,415,386,663;Marzo;2025
Hato Mayor;1,916;2,212,623,753;Marzo;2025
Monte Plata;2,939;4,792,448,167;Marzo;2025
Azua;1,953;1,215,021,050;Marzo;2025
Baní;1,190;2,237,748,403;Marzo;2025
Neyba;1,888;1,028,983,032;Marzo;2025
Barahona;2,456;1,743,782,352;Marzo;2025
San Juan De La Maguana;3,855;3,345,441,111;Marzo;2025
Comendador;1,973;847,575,016;Marzo;2025
Nagua;1,922;1,532,592,863;Marzo;2025
Arenoso;1,147;1,132,708,177;Marzo;2025
Samaná;1,065;482,342,964;Marzo;2025
Río San Juan;1,680;1,417,306,607;Marzo;2025
Villa Riva;1,423;885,302,571;Marzo;2025
San Fco. Macorís;1,012;1,795,009,113;Marzo;2025
Santiago;669;2,087,198,851;Marzo;2025
Moca;765;1,429,237,847;Marzo;2025
San Jose De Las Matas;666;927,869,563;Marzo;2025
Constanza;1,624;3,547,226,046;Marzo;2025
La Vega;1,120;2,726,640,280;Marzo;2025
Santiago Rodríguez;1,573;1,076,711,583;Marzo;2025
Montecristy;1,421;1,414,496,642;Marzo;2025
Puerto Plata;1,733;969,739,907;Marzo;2025
Valverde-Mao;1,039;2,672,876,905;Marzo;2025
Dajabón;1,269;957,586,753;Marzo;2025
San José De Ocoa;1,527;3,761,021,789;Marzo;2025
Bonao;754;969,858,107;Marzo;2025
San Cristóbal;869;954,201,015;Marzo;2025
Salcedo;380;529,895,118;Marzo;2025
Cotuí;1,182;1,647,960,784;Marzo;2025
Santo Domingo;1,851;2,855,705,843;Abril ;2025
El Seibo;1,580;943,412,591;Abril;2025
Higuey;1,196;1,433,258,489;Abril;2025
Hato Mayor;1,895;2,157,536,747;Abril;2025
Monte Plata;2,922;4,775,421,676;Abril;2025
Azua;1,936;1,193,887,851;Abril;2025
Baní;1,186;2,223,576,806;Abril;2025
Neyba;1,867;1,017,993,262;Abril;2025
Barahona;2,458;1,743,699,714;Abril;2025
San Juan De La Maguana;3,845;3,354,648,465;Abril;2025
Comendador;1,973;847,165,755;Abril;2025
Nagua;1,847;1,499,255,566;Abril;2025
Arenoso;997;1,065,081,860;Abril;2025
Samaná;1,062;478,530,280;Abril;2025
Río San Juan;1,682;1,419,131,911;Abril;2025
Villa Riva;1,265;819,265,832;Abril;2025
San Fco. Macorís;965;1,891,713,885;Abril;2025
Santiago;679;2,088,799,338;Abril;2025
Moca;763;1,439,913,361;Abril;2025
San Jose De Las Matas;662;927,183,680;Abril;2025
Constanza;1,619;3,553,812,248;Abril;2025
La Vega;1,018;2,659,424,577;Abril;2025
Santiago Rodríguez;1,566;1,034,108,472;Abril;2025
Montecristy;1,464;1,519,094,630;Abril;2025
Puerto Plata;1,722;945,670,070;Abril;2025
Valverde-Mao;1,029;2,700,664,738;Abril;2025
Dajabón;1,260;953,221,378;Abril;2025
San José De Ocoa;1,492;3,669,805,798;Abril;2025
Bonao;740;976,463,695;Abril;2025
San Cristóbal;872;948,972,602;Abril;2025
Salcedo;374;525,232,890;Abril;2025
Cotuí;1,164;1,655,423,578;Abril;2025
Santo Domingo;1,828;2,880,104,999;Mayo;2025
El Seibo;1,552;1,001,093,917;Mayo;2025
Higuey;1,180;1,401,550,573;Mayo;2025
Hato Mayor;1,859;2,155,681,708;Mayo;2025
Monte Plata;2,898;4,763,542,956;Mayo;2025
Azua;1,914;1,178,446,879;Mayo;2025
Baní;1,207;2,246,870,512;Mayo;2025
Neyba;1,850;1,010,819,677;Mayo;2025
Barahona;2,441;1,738,678,006;Mayo;2025
San Juan De La Maguana;3,840;3,310,703,763;Mayo;2025
Comendador;1,985;847,438,868;Mayo;2025
Nagua;1,724;1,438,746,946;Mayo;2025
Arenoso;878;963,231,089;Mayo;2025
Samaná;1,061;480,672,176;Mayo;2025
Río San Juan;1,629;1,384,723,395;Mayo;2025
Villa Riva;1,230;787,934,332;Mayo;2025
San Fco. Macorís;951;1,860,541,672;Mayo;2025
Santiago;678;2,065,219,161;Mayo;2025
Moca;763;1,422,404,965;Mayo;2025
San Jose De Las Matas;665;943,436,535;Mayo;2025
Constanza;1,599;3,538,695,288;Mayo;2025
La Vega;1,007;2,760,792,511;Mayo;2025
Santiago Rodríguez;1,550;1,025,238,815;Mayo;2025
Montecristy;1,519;1,569,066,911;Mayo;2025
Puerto Plata;1,701;949,661,021;Mayo;2025
Valverde-Mao;1,017;2,877,257,759;Mayo;2025
Dajabón;1,230;946,598,254;Mayo;2025
San José De Ocoa;1,489;3,664,232,620;Mayo;2025
Bonao;709;987,211,778;Mayo;2025
San Cristóbal;866;949,278,345;Mayo;2025
Salcedo;368;533,172,000;Mayo;2025
Cotuí;1,083;1,776,300,468;Mayo;2025
Santo Domingo;1,836;2,832,641,220;Junio;2025
El Seibo;1,527;960,211,183;Junio;2025
Higuey;1,186;1,400,783,643;Junio;2025
Hato Mayor;1,852;2,136,522,868;Junio;2025
Monte Plata;2,855;4,729,514,403;Junio;2025
Azua;1,913;1,174,279,122;Junio;2025
Baní;1,211;2,240,056,412;Junio;2025
Neyba;1,845;1,008,524,117;Junio;2025
Barahona;2,431;1,740,742,832;Junio;2025
San Juan De La Maguana;3,850;3,305,594,731;Junio;2025
Comendador;2,005;850,324,700;Junio;2025
Nagua;1,774;1,439,130,689;Junio;2025
Arenoso;909;979,629,981;Junio;2025
Samaná;1,057;479,193,543;Junio;2025
Río San Juan;1,648;1,394,627,448;Junio;2025
Villa Riva;1,257;779,327,534;Junio;2025
San Fco. Macorís;973;1,863,446,699;Junio;2025
Santiago;675;2,060,998,956;Junio;2025
Moca;757;1,407,746,319;Junio;2025
San Jose De Las Matas;661;955,833,821;Junio;2025
Constanza;1,574;3,504,160,727;Junio;2025
La Vega;1,017;2,857,399,138;Junio;2025
Santiago Rodríguez;1,536;1,015,663,693;Junio;2025
Montecristy;1,532;1,572,148,411;Junio;2025
Puerto Plata;1,654;936,022,584;Junio;2025
Valverde-Mao;1,041;2,868,414,979;Junio;2025
Dajabón;1,240;937,822,384;Junio;2025
San José De Ocoa;1,499;3,674,442,034;Junio;2025
Bonao;692;972,358,385;Junio;2025
San Cristóbal;853;941,913,523;Junio;2025
Salcedo;364;503,053,629;Junio;2025
Cotuí;1,071;1,778,801,319;Junio;2025
Santo Domingo;1,801;2,649,988,366;Julio;2025
El Seibo;1,533;986,398,072;Julio;2025
Higuey;1,193;1,390,831,353;Julio;2025
Hato Mayor;1,861;2,134,604,661;Julio;2025
Monte Plata;2,862;4,832,114,833;Julio;2025
Azua;1,915;1,225,357,111;Julio;2025
Baní;1,214;2,247,944,931;Julio;2025
Neyba;1,852;1,007,837,130;Julio;2025
Barahona;2,421;1,693,775,603;Julio;2025
San Juan De La Maguana;3,930;3,378,419,780;Julio;2025
Comendador;2,017;858,873,280;Julio;2025
Nagua;1,856;1,496,898,072;Julio;2025
Arenoso;993;1,034,921,718;Julio;2025
Samaná;1,074;481,395,803;Julio;2025
Río San Juan;1,670;1,367,839,861;Julio;2025
Villa Riva;1,277;753,181,686;Julio;2025
San Fco. Macorís;1,000;1,891,516,640;Julio;2025
Santiago;671;2,056,465,540;Julio;2025
Moca;754;1,417,614,050;Julio;2025
San Jose De Las Matas;681;965,537,923;Julio;2025
Constanza;1,556;3,478,639,079;Julio;2025
La Vega;1,033;2,903,919,936;Julio;2025
Santiago Rodríguez;1,522;1,009,513,036;Julio;2025
Montecristy;1,534;1,604,056,772;Julio;2025
Puerto Plata;1,645;931,308,471;Julio;2025
Valverde-Mao;1,038;2,902,204,568;Julio;2025
Dajabón;1,255;939,418,891;Julio;2025
San José De Ocoa;1,508;3,710,801,875;Julio;2025
Bonao;703;986,148,584;Julio;2025
San Cristóbal;821;934,559,932;Julio;2025
Salcedo;348;502,504,876;Julio;2025
Cotuí;1,150;1,795,343,952;Julio;2025
Santo Domingo;1,718;2,681,971,910;Agosto;2025
El Seibo;1,526;964,877,554;Agosto ;2025
Higuey;1,177;1,360,700,840;Agosto;2025
Hato Mayor;1,838;2,137,860,606;Agosto;2025
Monte Plata;2,856;4,789,880,352;Agosto;2025
Azua;1,895;1,249,582,997;Agosto;2025
Baní;1,219;2,384,041,378;Agosto;2025
Neyba;1,852;1,003,416,560;Agosto;2025
Barahona;2,346;1,680,017,728;Agosto;2025
San Juan De La Maguana;3,751;3,462,700,240;Agosto;2025
Comendador;2,002;856,558,017;Agosto;2025
Nagua;1,855;1,492,632,960;Agosto;2025
Arenoso;931;1,012,707,877;Agosto;2025
Samaná;1,050;483,389,132;Agosto;2025
Río San Juan;1,658;1,367,255,917;Agosto;2025
Villa Riva;1,251;724,863,951;Agosto;2025
San Fco. Macorís;971;1,807,280,399;Agosto;2025
Santiago;652;2,037,954,508;Agosto;2025
Moca;733;1,396,066,961;Agosto;2025
San Jose De Las Matas;672;969,420,363;Agosto;2025
Constanza;1,557;3,512,290,346;Agosto;2025
La Vega;959;3,023,820,859;Agosto;2025
Santiago Rodríguez;1,504;993,906,955;Agosto;2025
Montecristy;1,454;1,618,649,976;Agosto;2025
Puerto Plata;1,632;926,365,835;Agosto;2025
Valverde-Mao;996;2,920,022,813;Agosto;2025
Dajabón;1,248;950,320,945;Agosto;2025
San José De Ocoa;1,504;3,714,751,219;Agosto;2025
Bonao;713;985,024,526;Agosto;2025
San Cristóbal;826;939,041,001;Agosto;2025
Salcedo;323;483,324,712;Agosto;2025
Cotuí;1,136;1,803,289,059;Agosto;2025
Santo Domingo;1,696;2,792,159,241;Septiembre;2025
El Seibo;1,514;935,112,489;Septiembre;2025
Higuey;1,164;1,343,540,028;Septiembre;2025
Hato Mayor;1,825;2,124,199,066;Septiembre;2025
Monte Plata;2,857;4,785,257,202;Septiembre;2025
Azua;1,903;1,257,207,247;Septiembre;2025
Baní;1,231;2,389,045,445;Septiembre;2025
Neyba;1,859;1,001,763,027;Septiembre;2025
Barahona;2,341;1,671,654,582;Septiembre;2025
San Juan De La Maguana;3,750;3,467,940,487;Septiembre;2025
Comendador;2,014;865,528,985;Septiembre;2025
Nagua;1,842;1,482,887,731;Septiembre;2025
Arenoso;856;964,340,374;Septiembre;2025
Samaná;1,030;478,100,081;Septiembre;2025
Río San Juan;1,651;1,351,795,264;Septiembre;2025
Villa Riva;1,211;710,716,872;Septiembre;2025
San Fco. Macorís;918;1,754,081,972;Septiembre;2025
Santiago;637;1,989,616,736;Septiembre;2025
Moca;722;1,371,079,020;Septiembre;2025
San Jose De Las Matas;661;1,021,435,737;Septiembre;2025
Constanza;1,552;3,537,636,130;Septiembre;2025
La Vega;907;3,092,623,105;Septiembre;2025
Santiago Rodríguez;1,508;986,619,512;Septiembre;2025
Montecristy;1,409;1,583,280,370;Septiembre;2025
Puerto Plata;1,623;928,238,138;Septiembre;2025
Valverde-Mao;969;2,936,487,832;Septiembre;2025
Dajabón;1,234;953,242,598;Septiembre;2025
San José De Ocoa;1,514;3,743,518,996;Septiembre;2025
Bonao;708;980,526,863;Septiembre;2025
San Cristóbal;849;949,859,092;Septiembre;2025
Salcedo;320;368,307,302;Septiembre;2025
Cotuí;1,148;1,795,743,998;Septiembre;2025
Santo Domingo;1,701;2,751,336,174;Octubre;2025
El Seibo;1,519;941,845,080;Octubre;2025
Higuey;1,148;1,315,508,306;Octubre;2025
Hato Mayor;1,811;2,106,434,705;Octubre;2025
Monte Plata;2,850;4,779,899,767;Octubre;2025
Azua;1,901;1,254,563,778;Octubre;2025
Baní;1,228;2,403,985,596;Octubre;2025
Neyba;1,828;991,091,333;Octubre;2025
Barahona;2,324;1,665,328,313;Octubre;2025
San Juan De La Maguana;3,763;3,477,352,224;Octubre;2025
Comendador;1,996;854,579,705;Octubre;2025
Nagua;1,814;1,471,431,928;Octubre;2025
Arenoso;825;944,188,703;Octubre;2025
Samaná;1,047;484,355,979;Octubre;2025
Río San Juan;1,620;1,340,149,186;Octubre;2025
Villa Riva;1,184;703,453,791;Octubre;2025
San Fco. Macorís;897;1,721,803,084;Octubre;2025
Santiago;645;2,031,004,442;Octubre;2025
Moca;709;1,360,616,895;Octubre;2025
San Jose De Las Matas;676;1,026,356,310;Octubre;2025
Constanza;1,558;3,524,032,249;Octubre;2025
La Vega;867;3,077,829,353;Octubre;2025
Santiago Rodríguez;1,498;982,823,072;Octubre;2025
Montecristy;1,394;1,560,284,365;Octubre;2025
Puerto Plata;1,645;937,706,526;Octubre;2025
Valverde-Mao;934;2,894,559,923;Octubre;2025
Dajabón;1,208;943,525,795;Octubre;2025
San José De Ocoa;1,522;3,697,271,814;Octubre;2025
Bonao;695;1,000,861,491;Octubre;2025
San Cristóbal;862;952,529,401;Octubre;2025
Salcedo;312;348,302,888;Octubre;2025
Cotuí;1,133;1,779,748,604;Octubre;2025
Santo Domingo;1,713;2,800,269,264;Noviembre;2025
El Seibo;1,520;926,942,749;Noviembre;2025
Higuey;1,157;1,310,766,042;Noviembre;2025
Hato Mayor;1,801;2,096,467,889;Noviembre;2025
Monte Plata;2,827;4,705,738,146;Noviembre;2025
Azua;1,907;1,260,260,023;Noviembre;2025
Baní;1,233;2,415,210,441;Noviembre;2025
Neyba;1,826;994,543,121;Noviembre;2025
Barahona;2,318;1,661,867,623;Noviembre;2025
San Juan De La Maguana;3,886;3,533,226,000;Noviembre;2025
Comendador;1,999;853,007,219;Noviembre;2025
Nagua;1,797;1,416,228,716;Noviembre;2025
Arenoso;841;930,606,974;Noviembre;2025
Samaná;1,041;486,816,177;Noviembre;2025
Río San Juan;1,609;1,327,252,485;Noviembre;2025
Villa Riva;1,231;711,333,686;Noviembre;2025
San Fco. Macorís;914;1,714,191,259;Noviembre;2025
Santiago;655;2,102,299,414;Noviembre;2025
Moca;711;1,357,138,882;Noviembre;2025
San Jose De Las Matas;674;1,030,012,171;Noviembre;2025
Constanza;1,585;3,503,101,726;Noviembre;2025
La Vega;951;2,991,678,822;Noviembre;2025
Santiago Rodríguez;1,498;994,891,487;Noviembre;2025
Montecristy;1,520;1,619,525,461;Noviembre;2025
Puerto Plata;1,657;954,128,208;Noviembre;2025
Valverde-Mao;908;2,794,157,305;Noviembre;2025
Dajabón;1,200;940,575,027;Noviembre;2025
San José De Ocoa;1,522;3,697,153,873;Noviembre;2025
Bonao;675;995,558,923;Noviembre;2025
San Cristóbal;868;952,158,979;Noviembre;2025
Salcedo;321;359,563,206;Noviembre;2025
Cotuí;1,108;1,791,853,822;Noviembre;2025
Santo Domingo;1,736;3,051,358,504;Diciembre;2025
El Seibo;1,523;910,547,611;Diciembre;2025
Higuey;1,165;1,300,014,145;Diciembre;2025
Hato Mayor;1,710;2,041,252,026;Diciembre;2025
Monte Plata;2,856;4,757,378,401;Diciembre;2025
Azua;1,919;1,281,794,071;Diciembre;2025
Baní;1,262;2,765,452,478;Diciembre;2025
Neyba;1,797;995,054,883;Diciembre;2025
Barahona;2,345;1,678,624,187;Diciembre;2025
San Juan De La Maguana;3,822;3,557,330,918;Diciembre;2025
Comendador;1,945;851,864,187;Diciembre;2025
Nagua;1,890;1,460,415,852;Diciembre;2025
Arenoso;981;1,045,025,267;Diciembre;2025
Samaná;1,050;497,700,522;Diciembre;2025
Río San Juan;1,639;1,336,463,216;Diciembre;2025
Villa Riva;1,382;817,639,198;Diciembre;2025
San Fco. Macorís;1,033;1,774,929,109;Diciembre;2025
Santiago;695;2,157,023,912;Diciembre;2025
Moca;723;1,494,000,671;Diciembre;2025
San Jose De Las Matas;682;1,053,118,715;Diciembre;2025
Constanza;1,607;3,545,992,561;Diciembre;2025
La Vega;1,084;2,919,418,477;Diciembre;2025
Santiago Rodríguez;1,483;1,028,757,402;Diciembre;2025
Montecristy;1,598;1,693,292,737;Diciembre;2025
Puerto Plata;1,677;1,000,071,499;Diciembre;2025
Valverde-Mao;973;2,763,036,711;Diciembre;2025
Dajabón;1,244;1,024,837,369;Diciembre;2025
San José De Ocoa;1,550;3,750,630,251;Diciembre;2025
Bonao;682;972,468,274;Diciembre;2025
San Cristóbal;889;1,003,555,490;Diciembre;2025
Salcedo;348;387,094,544;Diciembre;2025
Cotuí;1,223;1,853,107,545;Diciembre;2025
Santo Domingo;1,711;2,783,892,260;Enero;2026
El Seibo;1,512;924,589,195;Enero;2026
Higuey;1,140;1,279,524,852;Enero;2026
Hato Mayor;1,704;2,048,367,653;Enero;2026
Monte Plata;2,842;4,746,545,933;Enero;2026
Azua;1,896;1,283,396,575;Enero;2026
Baní;1,256;2,775,979,974;Enero;2026
Neyba;1,784;988,334,166;Enero;2026
Barahona;2,337;1,675,414,200;Enero;2026
San Juan De La Maguana;3,800;3,553,295,767;Enero;2026
Comendador;1,927;830,159,122;Enero;2026
Nagua;1,931;1,457,049,667;Enero;2026
Arenoso;1,049;1,092,465,050;Enero;2026
Samaná;1,043;502,484,700;Enero;2026
Río San Juan;1,645;1,353,930,766;Enero;2026
Villa Riva;1,369;809,443,841;Enero;2026
San Fco. Macorís;1,051;1,647,871,947;Enero;2026
