DESTINO; CANTIDAD ; VALORES ;  TAREAS; BENEFICIADOS ;MES;AÑO
Ganado de Leche;7;7,785,000;0;7;Septiembre;2024
Ganado de Leche (Comerc.);0;0;0;0;Septiembre;2024
Porcino;1;600,000;0;1;Septiembre;2024
Porcino (Comerc.);0;0;0;0;Septiembre;2024
Otros ;20;14,657,238;0;20;Septiembre;2024
Pollos;55;46,949,500;0;55;Septiembre;2024
Gallina Ponedora;10;19,149,459;0;10;Septiembre;2024
Gallina Reproductora;0;0;0;0;Septiembre;2024
Avícola (Comerc.);0;0;0;0;Septiembre;2024
Otros;0;0;0;0;Septiembre;2024
Acuícola;4;2,600,000;0;4;Septiembre;2024
Apícola;6;1,650,000;0;6;Septiembre;2024
Préstamos de Consumo;169;39,868,758;0;169;Septiembre;2024
Microempresas y Otros;62;146,889,384;0;62;Septiembre;2024
Arroz (Producción);18;72,344,000;11,975;19;Octubre;2024
Arroz (Comerc.) 1;27;230,079,800;0;27;Octubre;2024
Cacao (Producción);93;93,532,300;21,548;93;Octubre;2024
Cacao (Comerc.);6;12,975,000;0;6;Octubre;2024
Plátano (Producción);51;45,466,000;3,980;51;Octubre;2024
Aguacate (Producción);43;32,393,558;2,688;43;Octubre;2024
Café (Producción);13;9,212,485;823;13;Octubre;2024
Café (Comerc.);1;1,500,000;0;1;Octubre;2024
Tomate (Producción);17;22,640,000;5,088;17;Octubre;2024
Ají (Producción);13;16,865,000;16,836;13;Octubre;2024
Guineo (Producción);6;7,899,000;576;6;Octubre;2024
Papa 2;54;76,383,000;2,280;54;Octubre;2024
Cebolla 2;32;31,695,500;1,001;32;Octubre;2024
Coco (Producción);20;15,111,000;1,295;20;Octubre;2024
Piña (Producción);20;16,091,000;583;20;Octubre;2024
Habichuela (Producción);1;400,000;50;1;Octubre;2024
Habichuela (Comerc.);0;0;0;0;Octubre;2024
Yuca (Producción);22;5,438,000;763;22;Octubre;2024
Tabaco (Producción);10;4,600,000;441;10;Octubre;2024
Tabaco (Comerc.) 1;8;82,587,520;0;8;Octubre;2024
Ajo (Producción);0;0;0;0;Octubre;2024
Ajo (Comerc.);0;0;0;0;Octubre;2024
Ñame (Producción);10;4,900,000;470;10;Octubre;2024
Yautía (Producción);17;3,975,000;403;17;Octubre;2024
Batata (Producción);7;2,895,000;515;7;Octubre;2024
Limón (Producción);18;6,366,023;595;18;Octubre;2024
Guandul (Producción);1;200,000;40;1;Octubre;2024
Maíz (Producción);1;500,000;100;1;Octubre;2024
Invernadero;0;0;0;0;Octubre;2024
Otros;131;334,515,512;7,244;131;Octubre;2024
Ganado de Doble Propósito;56;65,907,712;0;56;Octubre;2024
Ganado de Carne;80;94,285,257;0;80;Octubre;2024
Ganado de Carne (Comerc.);2;3,000,000;0;2;Octubre;2024
Ganado de Leche;20;31,210,545;0;20;Octubre;2024
Ganado de Leche (Comerc.);1;320,000;0;1;Octubre;2024
Porcino;0;0;0;0;Octubre;2024
Porcino (Comerc.);0;0;0;0;Octubre;2024
Otros ;13;9,435,000;0;13;Octubre;2024
Pollos;65;85,265,500;0;65;Octubre;2024
Gallina Ponedora;11;30,850,000;0;11;Octubre;2024
Gallina Reproductora;0;0;0;0;Octubre;2024
Avícola (Comerc.);0;0;0;0;Octubre;2024
Otros;0;0;0;0;Octubre;2024
Acuícola;11;7,189,392;0;11;Octubre;2024
Apícola;3;1,120,000;0;3;Octubre;2024
Préstamos de Consumo;187;40,517,403;0;187;Octubre;2024
Microempresas y Otros;107;253,957,078;0;107;Octubre;2024
Arroz (Producción);404;246,339,741;36,897;404;Noviembre;2024
Arroz (Comerc.) 1;22;248,255,400;0;22;Noviembre;2024
Cacao (Producción);59;47,953,620;7,750;59;Noviembre;2024
Cacao (Comerc.);1;900,000;0;1;Noviembre;2024
Plátano (Producción);43;28,897,500;2,716;43;Noviembre;2024
Aguacate (Producción);38;29,963,000;2,318;38;Noviembre;2024
Café (Producción);11;7,214,114;1,118;11;Noviembre;2024
Café (Comerc.);0;0;0;0;Noviembre;2024
Tomate (Producción);11;8,630,000;255;11;Noviembre;2024
Ají (Producción);6;17,401,000;301;6;Noviembre;2024
Guineo (Producción);1;100,000;10;1;Noviembre;2024
Papa (Producción);42;49,131,000;1,808;42;Noviembre;2024
Cebolla 2;69;36,019,800;1,580;69;Noviembre;2024
Coco (Producción);24;17,985,000;2,166;24;Noviembre;2024
Piña (Producción);4;8,600,000;742;4;Noviembre;2024
Habichuela (Producción);86;31,066,000;5,165;86;Noviembre;2024
Habichuela (Comerc.);0;0;0;0;Noviembre;2024
Yuca (Producción);11;4,568,500;732;11;Noviembre;2024
Tabaco (Producción);36;26,045,000;2,396;36;Noviembre;2024
Tabaco (Comerc.) 1;8;57,191,251;0;8;Noviembre;2024
Ajo (Producción);0;0;0;0;Noviembre;2024
Ajo (Comerc.);0;0;0;0;Noviembre;2024
Ñame (Producción);3;1,475,000;125;3;Noviembre;2024
Yautía (Producción);6;1,350,000;145;6;Noviembre;2024
Batata (Producción);2;400,000;86;2;Noviembre;2024
Limón (Producción);18;12,455,000;886;18;Noviembre;2024
Guandul (Producción);0;0;0;0;Noviembre;2024
Maíz (Producción);3;450,000;95;3;Noviembre;2024
Invernadero;3;27,307,328;0;3;Noviembre;2024
Otros;74;205,980,545;2,898;74;Noviembre;2024
Ganado de Doble Propósito;20;15,905,947;0;20;Noviembre;2024
Ganado de Carne;27;23,674,500;0;27;Noviembre;2024
Ganado de Carne (Comerc.);1;120,000;0;1;Noviembre;2024
Ganado de Leche;12;15,688,400;0;12;Noviembre;2024
Ganado de Leche (Comerc.);1;1,000,000;0;1;Noviembre;2024
Porcino;0;0;0;0;Noviembre;2024
Porcino (Comerc.);0;0;0;0;Noviembre;2024
Otros ;12;6,930,000;0;12;Noviembre;2024
Pollos;54;41,367,000;0;54;Noviembre;2024
Gallina Ponedora;5;33,407,843;0;5;Noviembre;2024
Gallina Reproductora;2;930,000;0;2;Noviembre;2024
Avícola (Comerc.);0;0;0;0;Noviembre;2024
Otros;0;0;0;0;Noviembre;2024
Acuícola;0;0;0;0;Noviembre;2024
Apícola;4;2,100,000;0;4;Noviembre;2024
Préstamos de Consumo;125;38,600,013;0;125;Noviembre;2024
Microempresas y Otros;112;245,512,994;0;112;Noviembre;2024
Arroz (Producción);1,308;841,988,100;127,526;1,308;Diciembre ;2024
Arroz (Comerc.) 1;19;193,445,600;0;19;Diciembre ;2024
Cacao (Producción);34;21,555,000;4,423;34;Diciembre ;2024
Cacao (Comerc.);5;300,500,000;0;5;Diciembre ;2024
Plátano (Producción);70;43,232,000;4,062;70;Diciembre ;2024
Aguacate (Producción);30;18,518,593;1,292;30;Diciembre ;2024
Café (Producción);13;5,195,000;605;13;Diciembre ;2024
Café (Comerc.);1;1,500,000;0;1;Diciembre ;2024
Tomate (Producción);9;8,075,000;1,970;9;Diciembre ;2024
Ají (Producción);8;5,284,860;221;8;Diciembre ;2024
Guineo (Producción);6;34,800,231;419;6;Diciembre ;2024
Papa 2;50;56,318,000;1,961;50;Diciembre ;2024
Cebolla 2;12;25,580,000;916;12;Diciembre ;2024
Coco (Producción);11;7,300,000;802;11;Diciembre ;2024
Piña (Producción);7;6,200,000;271;7;Diciembre ;2024
Habichuela (Producción);9;4,010,000;548;9;Diciembre ;2024
Habichuela (Comerc.);0;0;0;0;Diciembre ;2024
Yuca (Producción);8;3,095,000;657;8;Diciembre ;2024
Tabaco (Producción);45;28,338,000;4,951;45;Diciembre ;2024
Tabaco (Comerc.) 1;12;95,590,286;0;12;Diciembre ;2024
Ajo (Producción);0;0;0;0;Diciembre ;2024
Ajo (Comerc.);0;0;0;0;Diciembre ;2024
Ñame (Producción);8;2,000,000;189;8;Diciembre ;2024
Yautía (Producción);3;1,200,000;165;3;Diciembre ;2024
Batata (Producción);6;1,446,000;219;6;Diciembre ;2024
Limón (Producción);17;6,480,000;672;17;Diciembre ;2024
Guandul (Producción);2;400,000;80;2;Diciembre ;2024
Maíz (Producción);8;1,934,500;332;8;Diciembre ;2024
Invernadero;2;61,400,000;0;2;Diciembre ;2024
Otros;74;279,047,808;5,744;74;Diciembre ;2024
Ganado de Doble Propósito;39;40,647,112;0;39;Diciembre ;2024
Ganado de Carne;52;53,947,500;0;52;Diciembre ;2024
Ganado de Carne (Comerc.);4;2,620,000;0;4;Diciembre ;2024
Ganado de Leche;10;8,813,000;0;10;Diciembre ;2024
Ganado de Leche (Comerc.);0;0;0;0;Diciembre ;2024
Porcino;0;0;0;0;Diciembre ;2024
Porcino (Comerc.);0;0;0;0;Diciembre ;2024
Otros ;14;7,620,431;0;14;Diciembre ;2024
Pollos;39;39,218,000;0;39;Diciembre ;2024
Gallina Ponedora;13;37,503,958;0;13;Diciembre ;2024
Gallina Reproductora;1;900,000;0;1;Diciembre ;2024
Avícola (Comerc.);0;0;0;0;Diciembre ;2024
Otros;0;0;0;0;Diciembre ;2024
Acuícola;8;32,870,000;0;8;Diciembre ;2024
Apícola;3;1,250,000;0;3;Diciembre ;2024
Préstamos de Consumo;108;22,694,107;0;108;Diciembre ;2024
Microempresas y Otros;145;535,827,997;0;145;Diciembre ;2024
Arroz (Producción);939;575,740,818;86,496;939;Enero;2025
Arroz (Pginoración);7;310,240,000;0;7;Enero;2025
Arroz (Comerc.);7;167,595,000;0;7;Enero;2025
Cacao (Producción);39;47,180,000;5,422;39;Enero;2025
Cacao (Comerc.);2;5,450,000;0;2;Enero;2025
Tabaco (Producción);15;7,033,000;724;15;Enero;2025
Tabaco (Pignoración);7;123,266,200;0;7;Enero;2025
Tabaco (Comerc.);3;5,900,000;0;3;Enero;2025
Plátano (Producción);56;37,262,236;3,639;56;Enero;2025
Aguacate (Producción);36;20,965,500;1,577;36;Enero;2025
Café (Producción);18;8,336,320;1,521;18;Enero;2025
Café (Comerc.);1;1,500,000;0;1;Enero;2025
Coco 1;6;3,185,000;309;6;Enero;2025
Tomate (Producción);12;6,050,000;6,176;12;Enero;2025
Papa (Producción);71;119,493,000;4,111;71;Enero;2025
Piña (Producción);10;7,250,000;270;10;Enero;2025
Guineo (Producción);3;2,648,507;175;3;Enero;2025
Ají (Producción);10;6,240,000;384;10;Enero;2025
Cebolla 1;17;31,365,000;1,147;17;Enero;2025
Yuca (Producción);10;4,284,000;959;10;Enero;2025
Ajo (Producción);0;0;0;0;Enero;2025
Ajo (Comerc.);0;0;0;0;Enero;2025
Habichuela (Producción);2;1,900,000;565;2;Enero;2025
Habichuela (Comerc.);0;0;0;0;Enero;2025
Yautía (Producción);5;1,475,000;155;5;Enero;2025
Batata (Producción);4;820,000;110;4;Enero;2025
Ñame (Producción);7;3,950,000;356;7;Enero;2025
Maíz (Producción);1;150,000;50;1;Enero;2025
Guandul (Producción);1;280,500;80;1;Enero;2025
Invernadero;2;11,251,017;0;2;Enero;2025
Sistema de Riego;0;0;0;0;Enero;2025
Paneles Solares;4;4,063,611;0;4;Enero;2025
Otros;118;99,974,554;13,004;118;Enero;2025
Ganado de Doble Propósito;37;31,696,963;0;37;Enero;2025
Ganado de Carne;39;36,225,000;0;39;Enero;2025
Ganado de Carne (Comerc.);2;10,459,200;0;2;Enero;2025
Ganado de Leche;8;7,350,400;0;8;Enero;2025
Ganado de Leche (Comerc.);0;0;0;0;Enero;2025
Porcino;0;0;0;0;Enero;2025
Otros ;9;8,645,420;0;9;Enero;2025
Pollos;50;50,774,500;0;50;Enero;2025
Gallina Ponedora;13;56,298,000;0;13;Enero;2025
Gallina Reproductora;1;700,000;0;1;Enero;2025
Avícola (Comerc.);0;0;0;0;Enero;2025
Otros;0;0;0;0;Enero;2025
Acuícola;1;150,000;0;1;Enero;2025
Apícola;4;1,500,000;0;4;Enero;2025
Préstamos de Consumo;82;26,726,725;0;82;Enero;2025
Microempresas y Otros;123;186,067,896;0;123;Enero;2025
Arroz (Producción);324;214,154,500;34,492;325;Febrero;2025
Arroz (Pginoración);5;37,676,800;0;5;Febrero;2025
Arroz (Comerc.);2;35,000,000;0;2;Febrero;2025
Cacao (Producción);41;29,597,000;5,343;41;Febrero;2025
Cacao (Comerc.);4;201,500,000;0;4;Febrero;2025
Tabaco (Producción);12;5,369,000;611;12;Febrero;2025
Tabaco (Pignoración);4;18,616,974;0;4;Febrero;2025
Tabaco (Comerc.);6;9,150,000;0;6;Febrero;2025
Plátano 1;87;41,611,800;3,815;87;Febrero;2025
Aguacate (Producción);54;30,591,475;2,311;54;Febrero;2025
Café (Producción);34;16,059,296;1,870;34;Febrero;2025
Café (Comerc.);1;1,500,000;0;1;Febrero;2025
Coco 1;6;7,300,000;491;6;Febrero;2025
Tomate (Producción);7;3,789,000;632;7;Febrero;2025
Papa (Producción);34;38,159,000;1,307;34;Febrero;2025
Piña (Producción);9;7,550,000;314;9;Febrero;2025
Guineo (Producción);4;5,408,268;544;4;Febrero;2025
Ají (Producción);11;13,578,000;4,227;11;Febrero;2025
Cebolla 1;12;33,340,000;570;12;Febrero;2025
Yuca (Producción);15;5,880,500;1,038;15;Febrero;2025
Ajo (Producción);56;159,800,000;1,539;56;Febrero;2025
Ajo (Comerc.);0;0;0;0;Febrero;2025
Habichuela (Producción);0;0;0;0;Febrero;2025
Habichuela (Comerc.);0;0;0;0;Febrero;2025
Yautía (Producción);5;1,325,000;163;5;Febrero;2025
Batata (Producción);8;2,758,000;387;8;Febrero;2025
Ñame (Producción);3;1,100,000;85;3;Febrero;2025
Maíz (Producción);5;1,399,000;355;5;Febrero;2025
Guandul (Producción);1;240,000;80;1;Febrero;2025
Invernadero;0;0;0;0;Febrero;2025
Sistema de Riego;1;629,403;0;1;Febrero;2025
Paneles Solares;2;2,800,000;0;2;Febrero;2025
Otros;91;86,611,240;6,345;92;Febrero;2025
Ganado de Doble Propósito;36;36,461,860;0;36;Febrero;2025
Ganado de Carne;53;76,308,100;0;53;Febrero;2025
Ganado de Carne (Comerc.);0;0;0;0;Febrero;2025
Ganado de Leche;10;13,601,419;0;10;Febrero;2025
Ganado de Leche (Comerc.);1;320,000;0;1;Febrero;2025
Porcino;1;200,000;0;1;Febrero;2025
Otros ;20;23,180,639;0;20;Febrero;2025
Pollos;38;32,406,500;0;38;Febrero;2025
Gallina Ponedora;5;6,200,000;0;5;Febrero;2025
Gallina Reproductora;0;0;0;0;Febrero;2025
Avícola (Comerc.);0;0;0;0;Febrero;2025
Otros;1;1,500,000;0;1;Febrero;2025
Acuícola;1;80,000,000;0;1;Febrero;2025
Apícola;3;1,050,000;0;3;Febrero;2025
Préstamos de Consumo;131;33,133,831;0;131;Febrero;2025
Microempresas y Otros;109;164,510,019;0;109;Febrero;2025
Arroz (Producción);149;121,892,000;19,000;149;Marzo;2025
Arroz (Pignoración);12;85,038,800;0;12;Marzo;2025
Arroz (Comerc.);8;174,436,000;0;8;Marzo;2025
Cacao (Producción);49;30,900,000;5,031;49;Marzo;2025
Cacao (Comerc.);11;11,450,000;0;11;Marzo;2025
Tabaco (Producción);8;3,190,000;366;8;Marzo;2025
Tabaco (Pignoración);4;36,584,864;0;4;Marzo;2025
Tabaco (Comerc.);0;0;0;0;Marzo;2025
Plátano (Producción);91;44,332,530;4,113;91;Marzo;2025
Aguacate (Producción);85;41,004,000;3,881;85;Marzo;2025
Café (Producción);43;23,965,574;2,472;43;Marzo;2025
Café (Comerc.);1;1,500,000;0;1;Marzo;2025
Coco (Producción);10;24,440,000;1,850;10;Marzo;2025
Tomate (Producción);9;8,504,999;16,202;9;Marzo;2025
Papa (Producción);27;25,474,000;904;27;Marzo;2025
Piña (Producción);9;7,300,000;315;9;Marzo;2025
Guineo (Producción);10;68,871,000;1,482;10;Marzo;2025
Ají (Producción);12;8,510,000;5,151;12;Marzo;2025
Cebolla (Producción);1;350,000;20;1;Marzo;2025
Yuca (Producción);18;7,002,000;1,289;18;Marzo;2025
Ajo (Producción);108;306,634,000;2,988;108;Marzo;2025
Ajo (Comerc.);0;0;0;0;Marzo;2025
Habichuela (Producción);0;0;0;0;Marzo;2025
Habichuela (Comerc.);1;300,000;0;1;Marzo;2025
Yautía (Producción);10;3,200,000;316;10;Marzo;2025
Batata (Producción);12;5,483,450;1,125;12;Marzo;2025
Ñame (Producción);13;4,700,000;352;13;Marzo;2025
Maíz (Producción);7;1,650,000;425;7;Marzo;2025
Guandul (Producción);1;210,000;35;1;Marzo;2025
Invernadero;0;0;0;0;Marzo;2025
Sistema de Riego;2;1,850,648;0;2;Marzo;2025
Paneles Solares;4;3,215,920;0;4;Marzo;2025
Otros;79;95,178,108;2,608;81;Marzo;2025
Ganado de Doble Propósito;42;131,492,810;0;42;Marzo;2025
Ganado de Carne;41;63,947,385;0;41;Marzo;2025
Ganado de Carne (Comerc.);3;3,800,000;0;3;Marzo;2025
Ganado de Leche;12;14,500,000;0;12;Marzo;2025
Ganado de Leche (Comerc.);0;0;0;0;Marzo;2025
Porcino;0;0;0;0;Marzo;2025
Otros ;20;39,925,809;0;20;Marzo;2025
Pollos;49;43,672,000;0;49;Marzo;2025
Gallina Ponedora;16;23,700,000;0;16;Marzo;2025
Gallina Reproductora;0;0;0;0;Marzo;2025
Avícola (Comerc.);0;0;0;0;Marzo;2025
Otros;0;0;0;0;Marzo;2025
Acuícola;2;1,200,000;0;2;Marzo;2025
Apícola;5;2,050,000;0;5;Marzo;2025
Préstamos de Consumo;164;55,285,451;0;164;Marzo;2025
Microempresas y Otros;150;416,863,499;0;150;Marzo;2025
Arroz (Producción);252;158,073,200;27,588;252;Abril;2025
Arroz (Pignoración);54;688,815,680;0;54;Abril;2025
Arroz (Comerc.);6;104,164,000;0;6;Abril;2025
Cacao (Producción);35;14,582,500;2,217;35;Abril;2025
Cacao (Comerc.);6;6,075,000;0;6;Abril;2025
Tabaco (Producción);12;4,315,000;1,205;12;Abril;2025
Tabaco (Pignoración);9;127,646,986;0;9;Abril;2025
Tabaco (Comerc.);10;11,550,000;0;10;Abril;2025
Plátano 1;67;34,834,000;4,016;67;Abril;2025
Aguacate (Producción);53;25,332,000;2,349;53;Abril;2025
Café (Producción);21;7,936,591;849;21;Abril;2025
Café (Comerc.);0;0;0;0;Abril;2025
Coco 1;21;18,337,500;2,156;21;Abril;2025
Tomate (Producción);14;38,511,787;451;14;Abril;2025
Papa (Producción);39;49,174,000;1,726;39;Abril;2025
Piña (Producción);7;12,100,000;358;7;Abril;2025
Guineo (Producción);3;3,084,000;191;3;Abril;2025
Ají (Producción);23;38,540,000;776;23;Abril;2025
Cebolla 1;3;7,100,000;90;3;Abril;2025
Yuca (Producción);9;3,921,000;614;9;Abril;2025
Ajo (Producción);74;190,999,000;1,753;74;Abril;2025
Ajo (Comerc.);0;0;0;0;Abril;2025
Habichuela (Producción);0;0;0;0;Abril;2025
Habichuela (Comerc.);0;0;0;0;Abril;2025
Yautía (Producción);11;7,775,000;537;11;Abril;2025
Batata (Producción);6;1,610,000;301;6;Abril;2025
Ñame (Producción);8;2,750,000;227;8;Abril;2025
Maíz (Producción);1;286,000;57;1;Abril;2025
Guandul (Producción);2;662,000;136;2;Abril;2025
Invernadero;0;0;0;0;Abril;2025
Sistema de Riego;0;0;0;0;Abril;2025
Paneles Solares;4;5,011,000;0;4;Abril;2025
Otros;82;228,716,995;2,252;82;Abril;2025
Ganado de Doble Propósito;42;44,946,926;0;42;Abril;2025
Ganado de Carne;41;33,151,867;0;41;Abril;2025
Ganado de Carne (Comerc.);3;1,447,500;0;3;Abril;2025
Ganado de Leche;8;11,848,000;0;8;Abril;2025
Ganado de Leche (Comerc.);0;0;0;0;Abril;2025
Porcino;0;0;0;0;Abril;2025
Otros ;17;36,703,545;0;17;Abril;2025
Pollos;36;34,488,000;0;36;Abril;2025
Gallina Ponedora;15;52,030,600;0;15;Abril;2025
Gallina Reproductora;0;0;0;0;Abril;2025
Avícola (Comerc.);0;0;0;0;Abril;2025
Otros;0;0;0;0;Abril;2025
Acuícola;2;2,250,000;0;2;Abril;2025
Apícola;6;4,070,000;0;6;Abril;2025
Préstamos de Consumo;140;41,645,421;0;140;Abril;2025
Microempresas y Otros;144;266,917,555;0;144;Abril;2025
Arroz (Producción);558;243,572,200;43,117;558;Mayo;2025
Arroz (Pignoración);69;768,757,440;0;69;Mayo;2025
Arroz (Comerc.);4;108,700,000;0;4;Mayo;2025
Cacao (Producción);40;28,484,000;5,871;40;Mayo;2025
Cacao (Comerc.);7;97,750,000;0;7;Mayo;2025
Tabaco (Producción);0;0;0;0;Mayo;2025
Tabaco (Pignoración);13;108,317,811;0;13;Mayo;2025
Tabaco (Comerc.);10;25,979,500;0;10;Mayo;2025
Plátano 1;73;64,134,000;5,229;73;Mayo;2025
Aguacate (Producción);84;60,870,811;3,950;84;Mayo;2025
Café (Producción);17;10,454,257;974;17;Mayo;2025
Café (Comerc.);0;0;0;0;Mayo;2025
Coco (Producción);9;7,645,000;1,025;9;Mayo;2025
Tomate (Producción);12;9,550,000;146;12;Mayo;2025
Papa (Producción);21;31,200,000;1,096;21;Mayo;2025
Piña (Producción);12;7,475,000;327;12;Mayo;2025
Guineo (Producción);27;32,348,000;2,092;27;Mayo;2025
Ají (Producción);13;20,269,500;345;13;Mayo;2025
Cebolla;0;0;0;0;Mayo;2025
Yuca (Producción);6;1,166,000;178;6;Mayo;2025
Ajo (Producción);29;67,200,000;661;29;Mayo;2025
Ajo (Comerc.);0;0;0;0;Mayo;2025
Habichuela (Producción);1;400,000;50;1;Mayo;2025
Habichuela (Comerc.);0;0;0;0;Mayo;2025
Yautía (Producción);6;2,050,000;190;6;Mayo;2025
Batata (Producción);7;1,706,000;228;7;Mayo;2025
Ñame (Producción);6;1,440,000;93;6;Mayo;2025
Maíz (Producción);3;520,000;117;3;Mayo;2025
Guandul (Producción);2;300,000;85;2;Mayo;2025
Invernadero;2;43,391,326;0;2;Mayo;2025
Sistema de Riego;1;112,560;0;1;Mayo;2025
Paneles Solares;8;9,359,514;0;8;Mayo;2025
Otros;89;291,886,970;2,837;89;Mayo;2025
Ganado de Doble Propósito;32;27,165,360;0;32;Mayo;2025
Ganado de Carne;43;92,785,000;0;43;Mayo;2025
Ganado de Carne (Comerc.);2;800,000;0;2;Mayo;2025
Ganado de Leche;10;11,094,200;0;10;Mayo;2025
Ganado de Leche (Comerc.);0;0;0;0;Mayo;2025
Porcino;0;0;0;0;Mayo;2025
Otros ;12;62,307,585;0;12;Mayo;2025
Pollos;44;44,562,000;0;44;Mayo;2025
Gallina Ponedora;13;26,431,533;0;13;Mayo;2025
Gallina Reproductora;0;0;0;0;Mayo;2025
Avícola (Comerc.);0;0;0;0;Mayo;2025
Otros;0;0;0;0;Mayo;2025
Acuícola;3;1,600,000;0;3;Mayo;2025
Apícola;3;2,264,690;0;3;Mayo;2025
Préstamos de Consumo;111;24,804,500;0;111;Mayo;2025
Microempresas y Otros;140;266,608,765;0;140;Mayo;2025
Arroz (Producción);792;504,746,940;80,558;792;Junio;2025
Arroz (Pignoración);27;298,308,800;0;27;Junio;2025
Arroz (Comerc.);5;85,605,000;0;5;Junio;2025
Cacao (Producción);44;26,559,000;3,930;44;Junio;2025
Cacao (Comerc.);6;74,500,000;0;6;Junio;2025
Tabaco (Producción);1;600,000;40;1;Junio;2025
Tabaco (Pignoración);4;74,262,188;0;4;Junio;2025
Tabaco (Comerc.);5;7,210,000;0;5;Junio;2025
Plátano (Producción);61;37,531,000;3,562;61;Junio;2025
Aguacate (Producción);63;39,459,500;2,889;63;Junio;2025
Café (Producción);20;11,205,742;997;20;Junio;2025
Café (Comerc.);0;0;0;0;Junio;2025
Coco (Producción);9;9,499,000;1,145;9;Junio;2025
Tomate (Producción);11;8,580,000;258;11;Junio;2025
Papa (Producción);13;59,600,000;1,980;13;Junio;2025
Piña (Producción);9;9,400,000;402;9;Junio;2025
Guineo (Producción);10;15,418,682;889;10;Junio;2025
Ají (Producción);11;10,170,000;227;11;Junio;2025
Cebolla 1;2;7,000,000;0;2;Junio;2025
Yuca (Producción);13;4,535,000;814;13;Junio;2025
Ajo (Producción);0;0;0;0;Junio;2025
Ajo (Comerc.);0;0;0;0;Junio;2025
Habichuela (Producción);0;0;0;0;Junio;2025
Habichuela (Comerc.);2;1,450,000;0;2;Junio;2025
Yautía (Producción);7;1,600,000;184;7;Junio;2025
Batata (Producción);4;944,000;133;4;Junio;2025
Ñame (Producción);1;300,000;30;1;Junio;2025
Maíz (Producción);3;385,000;95;3;Junio;2025
Guandul (Producción);2;250,000;70;2;Junio;2025
Invernadero;2;2,641,000;0;2;Junio;2025
Sistema de Riego;0;0;0;0;Junio;2025
Paneles Solares;6;9,713,253;0;6;Junio;2025
Otros;88;106,584,986;2,001;88;Junio;2025
Ganado de Doble Propósito;33;63,337,617;0;33;Junio;2025
Ganado de Carne;50;86,025,000;0;50;Junio;2025
Ganado de Carne (Comerc.);1;800,000;0;1;Junio;2025
Ganado de Leche;12;10,218,000;0;12;Junio;2025
Ganado de Leche (Comerc.);0;0;0;0;Junio;2025
Porcino;0;0;0;0;Junio;2025
Otros ;18;21,645,404;0;18;Junio;2025
Pollos;35;30,614,000;0;35;Junio;2025
Gallina Ponedora;11;19,900,000;0;11;Junio;2025
Gallina Reproductora;0;0;0;0;Junio;2025
