tipo_registro,anio,mes_numero,mes_nombre,periodo_fecha,sucursal_nombre,region,destino_nombre,rubro,tipo_operacion,cantidad_prestamos,valor_cartera_rd,tareas_financiadas,valor_area_rd,desembolsos_rd,cobros_rd,balance_neto_rd,cantidad_destino,valores_destino_rd,tareas_destino,beneficiados
Montos por destino,2018,7,Julio,2018-07-01,,,Aguacate (Producción),Aguacate,Producción,0,0,0,0,0,0,0,53,18455000,2203,53
Montos por destino,2018,7,Julio,2018-07-01,,,Ajo (Comercialización),Ajo,Comercialización,0,0,0,0,0,0,0,0,0,0,0
Montos por destino,2018,7,Julio,2018-07-01,,,Ajo (Producción),Ajo,Producción,0,0,0,0,0,0,0,0,0,0,0
Montos por destino,2018,7,Julio,2018-07-01,,,Ají (Producción),Ají,Producción,0,0,0,0,0,0,0,19,12769000,276,19
Montos por destino,2018,7,Julio,2018-07-01,,,Apícola,Apícola,General,0,0,0,0,0,0,0,3,18053967,0,3
Montos por destino,2018,7,Julio,2018-07-01,,,Arroz (Comercialización),Arroz,Comercialización,0,0,0,0,0,0,0,7,148390000,0,7
Montos por destino,2018,7,Julio,2018-07-01,,,Arroz (Producción),Arroz,Producción,0,0,0,0,0,0,0,385,204756660,42715,385
Montos por destino,2018,7,Julio,2018-07-01,,,Batata,Batata,General,0,0,0,0,0,0,0,4,910000,360,4
Montos por destino,2018,7,Julio,2018-07-01,,,Cacao (Comercialización),Cacao,Comercialización,0,0,0,0,0,0,0,8,14140000,0,8
Montos por destino,2018,7,Julio,2018-07-01,,,Cacao (Producción),Cacao,Producción,0,0,0,0,0,0,0,247,80833693,27756,284
Montos por destino,2018,7,Julio,2018-07-01,,,Café (Comercialización),Café,Comercialización,0,0,0,0,0,0,0,0,0,0,0
Montos por destino,2018,7,Julio,2018-07-01,,,Café (Producción),Café,Producción,0,0,0,0,0,0,0,20,4420000,795,20
Montos por destino,2018,7,Julio,2018-07-01,,,Cebolla,Cebolla,General,0,0,0,0,0,0,0,3,6362500,716,3
Montos por destino,2018,7,Julio,2018-07-01,,,Coco (Comercialización),Coco,Comercialización,0,0,0,0,0,0,0,1,500000,0,1
Montos por destino,2018,7,Julio,2018-07-01,,,Coco (Producción),Coco,Producción,0,0,0,0,0,0,0,9,2060000,862,9
Montos por destino,2018,7,Julio,2018-07-01,,,Gallinas Ponedoras,Gallinas Ponedoras,General,0,0,0,0,0,0,0,7,63200000,0,7
Montos por destino,2018,7,Julio,2018-07-01,,,Ganado de Carne,Ganado de Carne,General,0,0,0,0,0,0,0,66,37686000,0,66
Montos por destino,2018,7,Julio,2018-07-01,,,Ganado de Carne (Com),Ganado de Carne,Com,0,0,0,0,0,0,0,4,1275000,0,4
Montos por destino,2018,7,Julio,2018-07-01,,,Ganado de Doble Propósito,Ganado de Doble Propósito,General,0,0,0,0,0,0,0,52,50581000,0,52
Montos por destino,2018,7,Julio,2018-07-01,,,Ganado de Leche,Ganado de Leche,General,0,0,0,0,0,0,0,36,23432200,0,36
Montos por destino,2018,7,Julio,2018-07-01,,,Ganado de Leche (Com.),Ganado de Leche,Com.,0,0,0,0,0,0,0,0,0,0,0
Montos por destino,2018,7,Julio,2018-07-01,,,Guandul (Comercialización),Guandul,Comercialización,0,0,0,0,0,0,0,0,0,0,0
Montos por destino,2018,7,Julio,2018-07-01,,,Guandul (Producción),Guandul,Producción,0,0,0,0,0,0,0,1,250000,80,1
Montos por destino,2018,7,Julio,2018-07-01,,,Guineo,Guineo,General,0,0,0,0,0,0,0,6,49880000,3306,6
Montos por destino,2018,7,Julio,2018-07-01,,,Habichuela (Comercialización),Habichuela,Comercialización,0,0,0,0,0,0,0,1,500000,0,1
Montos por destino,2018,7,Julio,2018-07-01,,,Habichuela (Producción),Habichuela,Producción,0,0,0,0,0,0,0,1,150000,40,1
Montos por destino,2018,7,Julio,2018-07-01,,,Invernadero,Invernadero,General,0,0,0,0,0,0,0,6,73268680,0,6
Montos por destino,2018,7,Julio,2018-07-01,,,Maíz (Comercialización),Maíz,Comercialización,0,0,0,0,0,0,0,0,0,0,0
Montos por destino,2018,7,Julio,2018-07-01,,,Maíz (Producción),Maíz,Producción,0,0,0,0,0,0,0,2,225000,165,2
Montos por destino,2018,7,Julio,2018-07-01,,,Otros Agrícolas,Otros Agrícolas,General,0,0,0,0,0,0,0,148,313489043,5105,148
Montos por destino,2018,7,Julio,2018-07-01,,,Otros Avícolas,Otros Avícolas,General,0,0,0,0,0,0,0,0,0,0,0
Montos por destino,2018,7,Julio,2018-07-01,,,Otros Pecuarios,Otros Pecuarios,General,0,0,0,0,0,0,0,33,118359192,0,33
Montos por destino,2018,7,Julio,2018-07-01,,,Papa,Papa,General,0,0,0,0,0,0,0,23,41735000,1912,23
Montos por destino,2018,7,Julio,2018-07-01,,,Piña,Piña,General,0,0,0,0,0,0,0,24,18350000,986,24
Montos por destino,2018,7,Julio,2018-07-01,,,Plátano,Plátano,General,0,0,0,0,0,0,0,11,5160000,839,11
Montos por destino,2018,7,Julio,2018-07-01,,,Pollos de Engorde,Pollos de Engorde,General,0,0,0,0,0,0,0,45,33535000,0,45
Montos por destino,2018,7,Julio,2018-07-01,,,Porcino (Comercialización),Porcino,Comercialización,0,0,0,0,0,0,0,1,300000,0,1
Montos por destino,2018,7,Julio,2018-07-01,,,Porcino (Producción),Porcino,Producción,0,0,0,0,0,0,0,75,48217605,0,75
Montos por destino,2018,7,Julio,2018-07-01,,,Préstamos de Consumo,Préstamos de Consumo,General,0,0,0,0,0,0,0,194,39361017,0,194
Montos por destino,2018,7,Julio,2018-07-01,,,Tabaco (Comercialización),Tabaco,Comercialización,0,0,0,0,0,0,0,3,900000,0,3
Montos por destino,2018,7,Julio,2018-07-01,,,Tabaco (Producción),Tabaco,Producción,0,0,0,0,0,0,0,0,0,0,0
Montos por destino,2018,7,Julio,2018-07-01,,,Tomate Industrial,Tomate Industrial,General,0,0,0,0,0,0,0,0,0,0,0
Montos por destino,2018,7,Julio,2018-07-01,,,Tomate de Mesa,Tomate de Mesa,General,0,0,0,0,0,0,0,20,17510000,407,20
Montos por destino,2018,7,Julio,2018-07-01,,,Yautía,Yautía,General,0,0,0,0,0,0,0,8,1620000,281,8
Montos por destino,2018,7,Julio,2018-07-01,,,Yuca,Yuca,General,0,0,0,0,0,0,0,20,4142000,1071,20
Montos por destino,2018,7,Julio,2018-07-01,,,Ñame,Ñame,General,0,0,0,0,0,0,0,7,1040000,200,7
Montos por destino,2018,8,Agosto,2018-08-01,,,"Agro. Manufactura, Comercio V. y Otros","Agro. Manufactura, Comercio V. y Otros",General,0,0,0,0,0,0,0,65,166161513,0,65
Montos por destino,2018,8,Agosto,2018-08-01,,,Aguacate (Producción),Aguacate,Producción,0,0,0,0,0,0,0,46,153926296,13032,282
Montos por destino,2018,8,Agosto,2018-08-01,,,Ajo (Comercialización),Ajo,Comercialización,0,0,0,0,0,0,0,0,0,0,0
Montos por destino,2018,8,Agosto,2018-08-01,,,Ajo (Producción),Ajo,Producción,0,0,0,0,0,0,0,1,1030000,0,1
Montos por destino,2018,8,Agosto,2018-08-01,,,Ají (Producción),Ají,Producción,0,0,0,0,0,0,0,15,25375000,577,15
Montos por destino,2018,8,Agosto,2018-08-01,,,Apícola,Apícola,General,0,0,0,0,0,0,0,5,1520000,0,5
Montos por destino,2018,8,Agosto,2018-08-01,,,Arroz (Comercialización),Arroz,Comercialización,0,0,0,0,0,0,0,12,409510000,0,12
Montos por destino,2018,8,Agosto,2018-08-01,,,Arroz (Producción),Arroz,Producción,0,0,0,0,0,0,0,60,38542600,8474,60
Montos por destino,2018,8,Agosto,2018-08-01,,,Batata,Batata,General,0,0,0,0,0,0,0,9,1365000,405,9
Montos por destino,2018,8,Agosto,2018-08-01,,,Cacao (Comercialización),Cacao,Comercialización,0,0,0,0,0,0,0,6,5820000,0,6
Montos por destino,2018,8,Agosto,2018-08-01,,,Cacao (Producción),Cacao,Producción,0,0,0,0,0,0,0,198,58337000,20038,198
Montos por destino,2018,8,Agosto,2018-08-01,,,Café (Comercialización),Café,Comercialización,0,0,0,0,0,0,0,1,800000,0,1
Montos por destino,2018,8,Agosto,2018-08-01,,,Café (Producción),Café,Producción,0,0,0,0,0,0,0,12,14470000,1571,12
Montos por destino,2018,8,Agosto,2018-08-01,,,Cebolla,Cebolla,General,0,0,0,0,0,0,0,15,10054000,584,15
Montos por destino,2018,8,Agosto,2018-08-01,,,Coco (Comercialización),Coco,Comercialización,0,0,0,0,0,0,0,0,0,0,0
Montos por destino,2018,8,Agosto,2018-08-01,,,Coco (Producción),Coco,Producción,0,0,0,0,0,0,0,11,1445000,962,11
Montos por destino,2018,8,Agosto,2018-08-01,,,Gallinas Ponedoras,Gallinas Ponedoras,General,0,0,0,0,0,0,0,1,4000000,0,1
Montos por destino,2018,8,Agosto,2018-08-01,,,Ganado de Carne,Ganado de Carne,General,0,0,0,0,0,0,0,75,94612500,0,75
Montos por destino,2018,8,Agosto,2018-08-01,,,Ganado de Carne (Com),Ganado de Carne,Com,0,0,0,0,0,0,0,5,4980000,0,5
Montos por destino,2018,8,Agosto,2018-08-01,,,Ganado de Doble Propósito,Ganado de Doble Propósito,General,0,0,0,0,0,0,0,59,62137500,0,59
Montos por destino,2018,8,Agosto,2018-08-01,,,Ganado de Leche,Ganado de Leche,General,0,0,0,0,0,0,0,24,21053000,0,24
Montos por destino,2018,8,Agosto,2018-08-01,,,Ganado de Leche (Com.),Ganado de Leche,Com.,0,0,0,0,0,0,0,0,0,0,0
Montos por destino,2018,8,Agosto,2018-08-01,,,Guandul (Comercialización),Guandul,Comercialización,0,0,0,0,0,0,0,0,0,0,0
Montos por destino,2018,8,Agosto,2018-08-01,,,Guandul (Producción),Guandul,Producción,0,0,0,0,0,0,0,3,300000,200,3
Montos por destino,2018,8,Agosto,2018-08-01,,,Guineo,Guineo,General,0,0,0,0,0,0,0,4,2139000,191,4
Montos por destino,2018,8,Agosto,2018-08-01,,,Habichuela (Comercialización),Habichuela,Comercialización,0,0,0,0,0,0,0,0,0,0,0
Montos por destino,2018,8,Agosto,2018-08-01,,,Habichuela (Producción),Habichuela,Producción,0,0,0,0,0,0,0,0,0,0,0
Montos por destino,2018,8,Agosto,2018-08-01,,,Invernadero,Invernadero,General,0,0,0,0,0,0,0,3,27211500,0,3
Montos por destino,2018,8,Agosto,2018-08-01,,,Maíz (Comercialización),Maíz,Comercialización,0,0,0,0,0,0,0,0,0,0,0
Montos por destino,2018,8,Agosto,2018-08-01,,,Maíz (Producción),Maíz,Producción,0,0,0,0,0,0,0,0,0,0,0
Montos por destino,2018,8,Agosto,2018-08-01,,,Otros Agrícolas,Otros Agrícolas,General,0,0,0,0,0,0,0,118,219030368,33295,118
Montos por destino,2018,8,Agosto,2018-08-01,,,Otros Avícolas,Otros Avícolas,General,0,0,0,0,0,0,0,0,0,0,0
Montos por destino,2018,8,Agosto,2018-08-01,,,Otros Pecuarios,Otros Pecuarios,General,0,0,0,0,0,0,0,26,94972378,0,26
Montos por destino,2018,8,Agosto,2018-08-01,,,Papa,Papa,General,0,0,0,0,0,0,0,15,12246000,601,15
Montos por destino,2018,8,Agosto,2018-08-01,,,Piña,Piña,General,0,0,0,0,0,0,0,22,18175000,1187,22
Montos por destino,2018,8,Agosto,2018-08-01,,,Plátano,Plátano,General,0,0,0,0,0,0,0,8,7217000,1255,8
Montos por destino,2018,8,Agosto,2018-08-01,,,Pollos de Engorde,Pollos de Engorde,General,0,0,0,0,0,0,0,44,25423500,0,44
Montos por destino,2018,8,Agosto,2018-08-01,,,Porcino (Comercialización),Porcino,Comercialización,0,0,0,0,0,0,0,0,0,0,0
Montos por destino,2018,8,Agosto,2018-08-01,,,Porcino (Producción),Porcino,Producción,0,0,0,0,0,0,0,51,29510000,0,51
Montos por destino,2018,8,Agosto,2018-08-01,,,Préstamos de Consumo,Préstamos de Consumo,General,0,0,0,0,0,0,0,193,35868529,0,193
Montos por destino,2018,8,Agosto,2018-08-01,,,Tabaco (Comercialización),Tabaco,Comercialización,0,0,0,0,0,0,0,1,80000,0,1
Montos por destino,2018,8,Agosto,2018-08-01,,,Tabaco (Producción),Tabaco,Producción,0,0,0,0,0,0,0,0,0,0,0
Montos por destino,2018,8,Agosto,2018-08-01,,,Tomate Industrial,Tomate Industrial,General,0,0,0,0,0,0,0,1,800000,0,1
Montos por destino,2018,8,Agosto,2018-08-01,,,Tomate de Mesa,Tomate de Mesa,General,0,0,0,0,0,0,0,24,17630000,635,24
Montos por destino,2018,8,Agosto,2018-08-01,,,Yautía,Yautía,General,0,0,0,0,0,0,0,9,1515000,271,9
Montos por destino,2018,8,Agosto,2018-08-01,,,Yuca,Yuca,General,0,0,0,0,0,0,0,16,5825000,975,16
Montos por destino,2018,8,Agosto,2018-08-01,,,Ñame,Ñame,General,0,0,0,0,0,0,0,20,4590000,925,20
Montos por destino,2018,9,Septiembre,2018-09-01,,,"Agro. Manufactura, Comercio V. y Otros","Agro. Manufactura, Comercio V. y Otros",General,0,0,0,0,0,0,0,177,246783224,0,177
Montos por destino,2018,9,Septiembre,2018-09-01,,,Aguacate (Producción),Aguacate,Producción,0,0,0,0,0,0,0,32,76755000,8137,305
Montos por destino,2018,9,Septiembre,2018-09-01,,,Ajo (Comercialización),Ajo,Comercialización,0,0,0,0,0,0,0,0,0,0,0
Montos por destino,2018,9,Septiembre,2018-09-01,,,Ajo (Producción),Ajo,Producción,0,0,0,0,0,0,0,6,6981000,0,6
Montos por destino,2018,9,Septiembre,2018-09-01,,,Ají (Producción),Ají,Producción,0,0,0,0,0,0,0,10,9215000,259,10
Montos por destino,2018,9,Septiembre,2018-09-01,,,Apícola,Apícola,General,0,0,0,0,0,0,0,6,1350000,0,6
Montos por destino,2018,9,Septiembre,2018-09-01,,,Arroz (Comercialización),Arroz,Comercialización,0,0,0,0,0,0,0,16,531572000,0,16
Montos por destino,2018,9,Septiembre,2018-09-01,,,Arroz (Producción),Arroz,Producción,0,0,0,0,0,0,0,8,15665000,3060,8
Montos por destino,2018,9,Septiembre,2018-09-01,,,Batata,Batata,General,0,0,0,0,0,0,0,6,3975000,1003,6
Montos por destino,2018,9,Septiembre,2018-09-01,,,Cacao (Comercialización),Cacao,Comercialización,0,0,0,0,0,0,0,8,59760000,0,8
Montos por destino,2018,9,Septiembre,2018-09-01,,,Cacao (Producción),Cacao,Producción,0,0,0,0,0,0,0,94,61743240,11984,110
Montos por destino,2018,9,Septiembre,2018-09-01,,,Café (Comercialización),Café,Comercialización,0,0,0,0,0,0,0,0,0,0,0
Montos por destino,2018,9,Septiembre,2018-09-01,,,Café (Producción),Café,Producción,0,0,0,0,0,0,0,13,9200000,1318,13
Montos por destino,2018,9,Septiembre,2018-09-01,,,Cebolla,Cebolla,General,0,0,0,0,0,0,0,17,12292000,651,17
Montos por destino,2018,9,Septiembre,2018-09-01,,,Coco (Comercialización),Coco,Comercialización,0,0,0,0,0,0,0,1,450000,0,1
Montos por destino,2018,9,Septiembre,2018-09-01,,,Coco (Producción),Coco,Producción,0,0,0,0,0,0,0,8,2850000,1286,8
Montos por destino,2018,9,Septiembre,2018-09-01,,,Gallinas Ponedoras,Gallinas Ponedoras,General,0,0,0,0,0,0,0,7,35337340,0,7
Montos por destino,2018,9,Septiembre,2018-09-01,,,Ganado de Carne,Ganado de Carne,General,0,0,0,0,0,0,0,62,42735000,0,62
Montos por destino,2018,9,Septiembre,2018-09-01,,,Ganado de Carne (Com),Ganado de Carne,Com,0,0,0,0,0,0,0,2,930000,0,2
Montos por destino,2018,9,Septiembre,2018-09-01,,,Ganado de Doble Propósito,Ganado de Doble Propósito,General,0,0,0,0,0,0,0,36,42090000,0,36
Montos por destino,2018,9,Septiembre,2018-09-01,,,Ganado de Leche,Ganado de Leche,General,0,0,0,0,0,0,0,17,13825000,0,17
Montos por destino,2018,9,Septiembre,2018-09-01,,,Ganado de Leche (Com.),Ganado de Leche,Com.,0,0,0,0,0,0,0,0,0,0,0
Montos por destino,2018,9,Septiembre,2018-09-01,,,Guandul (Comercialización),Guandul,Comercialización,0,0,0,0,0,0,0,0,0,0,0
Montos por destino,2018,9,Septiembre,2018-09-01,,,Guandul (Producción),Guandul,Producción,0,0,0,0,0,0,0,0,0,0,0
Montos por destino,2018,9,Septiembre,2018-09-01,,,Guineo,Guineo,General,0,0,0,0,0,0,0,3,10500000,850,3
Montos por destino,2018,9,Septiembre,2018-09-01,,,Habichuela (Comercialización),Habichuela,Comercialización,0,0,0,0,0,0,0,0,0,0,0
Montos por destino,2018,9,Septiembre,2018-09-01,,,Habichuela (Producción),Habichuela,Producción,0,0,0,0,0,0,0,0,0,0,0
Montos por destino,2018,9,Septiembre,2018-09-01,,,Invernadero,Invernadero,General,0,0,0,0,0,0,0,4,40480075,0,4
Montos por destino,2018,9,Septiembre,2018-09-01,,,Maíz (Comercialización),Maíz,Comercialización,0,0,0,0,0,0,0,0,0,0,0
Montos por destino,2018,9,Septiembre,2018-09-01,,,Maíz (Producción),Maíz,Producción,0,0,0,0,0,0,0,1,70000,60,1
Montos por destino,2018,9,Septiembre,2018-09-01,,,Otros Agrícolas,Otros Agrícolas,General,0,0,0,0,0,0,0,101,223730609,18089,102
Montos por destino,2018,9,Septiembre,2018-09-01,,,Otros Avícolas,Otros Avícolas,General,0,0,0,0,0,0,0,1,10000000,0,1
Montos por destino,2018,9,Septiembre,2018-09-01,,,Otros Pecuarios,Otros Pecuarios,General,0,0,0,0,0,0,0,31,8457000,0,31
Montos por destino,2018,9,Septiembre,2018-09-01,,,Papa,Papa,General,0,0,0,0,0,0,0,18,21800500,1006,18
Montos por destino,2018,9,Septiembre,2018-09-01,,,Piña,Piña,General,0,0,0,0,0,0,0,19,10417000,852,19
Montos por destino,2018,9,Septiembre,2018-09-01,,,Plátano,Plátano,General,0,0,0,0,0,0,0,11,9365000,2249,11
Montos por destino,2018,9,Septiembre,2018-09-01,,,Pollos de Engorde,Pollos de Engorde,General,0,0,0,0,0,0,0,40,33068000,0,40
Montos por destino,2018,9,Septiembre,2018-09-01,,,Porcino (Comercialización),Porcino,Comercialización,0,0,0,0,0,0,0,0,0,0,0
Montos por destino,2018,9,Septiembre,2018-09-01,,,Porcino (Producción),Porcino,Producción,0,0,0,0,0,0,0,56,17170000,0,56
Montos por destino,2018,9,Septiembre,2018-09-01,,,Préstamos de Consumo,Préstamos de Consumo,General,0,0,0,0,0,0,0,141,27568832,0,141
Montos por destino,2018,9,Septiembre,2018-09-01,,,Tabaco (Comercialización),Tabaco,Comercialización,0,0,0,0,0,0,0,2,1000000,0,2
Montos por destino,2018,9,Septiembre,2018-09-01,,,Tabaco (Producción),Tabaco,Producción,0,0,0,0,0,0,0,0,0,0,0
Montos por destino,2018,9,Septiembre,2018-09-01,,,Tomate Industrial,Tomate Industrial,General,0,0,0,0,0,0,0,0,0,0,0
Montos por destino,2018,9,Septiembre,2018-09-01,,,Tomate de Mesa,Tomate de Mesa,General,0,0,0,0,0,0,0,25,12605000,579,25
Montos por destino,2018,9,Septiembre,2018-09-01,,,Yautía,Yautía,General,0,0,0,0,0,0,0,7,1620000,375,7
Montos por destino,2018,9,Septiembre,2018-09-01,,,Yuca,Yuca,General,0,0,0,0,0,0,0,14,3630000,846,14
Montos por destino,2018,9,Septiembre,2018-09-01,,,Ñame,Ñame,General,0,0,0,0,0,0,0,10,2130000,447,10
Montos por destino,2018,10,Octubre,2018-10-01,,,"Agro. Manufactura, Comercio V. y Otros","Agro. Manufactura, Comercio V. y Otros",General,0,0,0,0,0,0,0,367,421288677,0,367
Montos por destino,2018,10,Octubre,2018-10-01,,,Aguacate (Producción),Aguacate,Producción,0,0,0,0,0,0,0,27,24360000,2819,98
Montos por destino,2018,10,Octubre,2018-10-01,,,Ajo (Comercialización),Ajo,Comercialización,0,0,0,0,0,0,0,0,0,0,0
Montos por destino,2018,10,Octubre,2018-10-01,,,Ajo (Producción),Ajo,Producción,0,0,0,0,0,0,0,13,27873000,737,13
Montos por destino,2018,10,Octubre,2018-10-01,,,Ají (Producción),Ají,Producción,0,0,0,0,0,0,0,20,37249000,1086,20
Montos por destino,2018,10,Octubre,2018-10-01,,,Apícola,Apícola,General,0,0,0,0,0,0,0,6,650000,0,6
Montos por destino,2018,10,Octubre,2018-10-01,,,Arroz (Comercialización),Arroz,Comercialización,0,0,0,0,0,0,0,12,132047340,0,12
Montos por destino,2018,10,Octubre,2018-10-01,,,Arroz (Producción),Arroz,Producción,0,0,0,0,0,0,0,4,8790000,1202,4
Montos por destino,2018,10,Octubre,2018-10-01,,,Batata,Batata,General,0,0,0,0,0,0,0,8,1620000,392,8
Montos por destino,2018,10,Octubre,2018-10-01,,,Cacao (Comercialización),Cacao,Comercialización,0,0,0,0,0,0,0,9,348135000,0,9
Montos por destino,2018,10,Octubre,2018-10-01,,,Cacao (Producción),Cacao,Producción,0,0,0,0,0,0,0,72,21223500,6668,72
Montos por destino,2018,10,Octubre,2018-10-01,,,Café (Comercialización),Café,Comercialización,0,0,0,0,0,0,0,0,0,0,0
Montos por destino,2018,10,Octubre,2018-10-01,,,Café (Producción),Café,Producción,0,0,0,0,0,0,0,23,5619000,1625,23
Montos por destino,2018,10,Octubre,2018-10-01,,,Cebolla,Cebolla,General,0,0,0,0,0,0,0,38,17929472,1167,38
Montos por destino,2018,10,Octubre,2018-10-01,,,Coco (Comercialización),Coco,Comercialización,0,0,0,0,0,0,0,0,0,0,0
Montos por destino,2018,10,Octubre,2018-10-01,,,Coco (Producción),Coco,Producción,0,0,0,0,0,0,0,6,3484000,0,6
Montos por destino,2018,10,Octubre,2018-10-01,,,Gallinas Ponedoras,Gallinas Ponedoras,General,0,0,0,0,0,0,0,10,23958550,0,10
Montos por destino,2018,10,Octubre,2018-10-01,,,Ganado de Carne,Ganado de Carne,General,0,0,0,0,0,0,0,48,61045500,0,48
Montos por destino,2018,10,Octubre,2018-10-01,,,Ganado de Carne (Com),Ganado de Carne,Com,0,0,0,0,0,0,0,6,1710000,0,6
Montos por destino,2018,10,Octubre,2018-10-01,,,Ganado de Doble Propósito,Ganado de Doble Propósito,General,0,0,0,0,0,0,0,50,36984500,0,50
Montos por destino,2018,10,Octubre,2018-10-01,,,Ganado de Leche,Ganado de Leche,General,0,0,0,0,0,0,0,17,15877000,0,17
Montos por destino,2018,10,Octubre,2018-10-01,,,Ganado de Leche (Com.),Ganado de Leche,Com.,0,0,0,0,0,0,0,0,0,0,0
Montos por destino,2018,10,Octubre,2018-10-01,,,Guandul (Comercialización),Guandul,Comercialización,0,0,0,0,0,0,0,0,0,0,0
Montos por destino,2018,10,Octubre,2018-10-01,,,Guandul (Producción),Guandul,Producción,0,0,0,0,0,0,0,0,0,0,0
Montos por destino,2018,10,Octubre,2018-10-01,,,Guineo,Guineo,General,0,0,0,0,0,0,0,0,0,0,0
Montos por destino,2018,10,Octubre,2018-10-01,,,Habichuela (Comercialización),Habichuela,Comercialización,0,0,0,0,0,0,0,0,0,0,0
Montos por destino,2018,10,Octubre,2018-10-01,,,Habichuela (Producción),Habichuela,Producción,0,0,0,0,0,0,0,97,26838700,7602,97
Montos por destino,2018,10,Octubre,2018-10-01,,,Invernadero,Invernadero,General,0,0,0,0,0,0,0,1,6200019,0,1
Montos por destino,2018,10,Octubre,2018-10-01,,,Maíz (Comercialización),Maíz,Comercialización,0,0,0,0,0,0,0,0,0,0,0
Montos por destino,2018,10,Octubre,2018-10-01,,,Maíz (Producción),Maíz,Producción,0,0,0,0,0,0,0,5,437000,245,5
Montos por destino,2018,10,Octubre,2018-10-01,,,Otros Agrícolas,Otros Agrícolas,General,0,0,0,0,0,0,0,135,188066141,23418,136
Montos por destino,2018,10,Octubre,2018-10-01,,,Otros Avícolas,Otros Avícolas,General,0,0,0,0,0,0,0,0,0,0,0
Montos por destino,2018,10,Octubre,2018-10-01,,,Otros Pecuarios,Otros Pecuarios,General,0,0,0,0,0,0,0,33,78578965,0,33
Montos por destino,2018,10,Octubre,2018-10-01,,,Papa,Papa,General,0,0,0,0,0,0,0,27,27710880,1283,27
Montos por destino,2018,10,Octubre,2018-10-01,,,Piña,Piña,General,0,0,0,0,0,0,0,26,69687368,3408,26
Montos por destino,2018,10,Octubre,2018-10-01,,,Plátano,Plátano,General,0,0,0,0,0,0,0,25,21180000,3836,25
Montos por destino,2018,10,Octubre,2018-10-01,,,Pollos de Engorde,Pollos de Engorde,General,0,0,0,0,0,0,0,48,52203210,0,48
Montos por destino,2018,10,Octubre,2018-10-01,,,Porcino (Comercialización),Porcino,Comercialización,0,0,0,0,0,0,0,1,60000,0,1
Montos por destino,2018,10,Octubre,2018-10-01,,,Porcino (Producción),Porcino,Producción,0,0,0,0,0,0,0,47,16070000,0,47
Montos por destino,2018,10,Octubre,2018-10-01,,,Préstamos de Consumo,Préstamos de Consumo,General,0,0,0,0,0,0,0,245,69169997,0,245
Montos por destino,2018,10,Octubre,2018-10-01,,,Tabaco (Comercialización),Tabaco,Comercialización,0,0,0,0,0,0,0,0,0,0,0
Montos por destino,2018,10,Octubre,2018-10-01,,,Tabaco (Producción),Tabaco,Producción,0,0,0,0,0,0,0,5,1015000,150,5
Montos por destino,2018,10,Octubre,2018-10-01,,,Tomate Industrial,Tomate Industrial,General,0,0,0,0,0,0,0,0,0,0,0
Montos por destino,2018,10,Octubre,2018-10-01,,,Tomate de Mesa,Tomate de Mesa,General,0,0,0,0,0,0,0,15,13351313,187,15
Montos por destino,2018,10,Octubre,2018-10-01,,,Yautía,Yautía,General,0,0,0,0,0,0,0,12,16525300,440,12
Montos por destino,2018,10,Octubre,2018-10-01,,,Yuca,Yuca,General,0,0,0,0,0,0,0,17,4707000,1192,17
Montos por destino,2018,10,Octubre,2018-10-01,,,Ñame,Ñame,General,0,0,0,0,0,0,0,16,3235000,560,16
Montos por destino,2018,11,Noviembre,2018-11-01,,,"Agro. Manufactura, Comercio V. y Otros","Agro. Manufactura, Comercio V. y Otros",General,0,0,0,0,0,0,0,471,637805891,0,471
Montos por destino,2018,11,Noviembre,2018-11-01,,,Aguacate (Producción),Aguacate,Producción,0,0,0,0,0,0,0,34,18720000,2167,75
Montos por destino,2018,11,Noviembre,2018-11-01,,,Ajo (Comercialización),Ajo,Comercialización,0,0,0,0,0,0,0,7,315000000,12,7
Montos por destino,2018,11,Noviembre,2018-11-01,,,Ajo (Producción),Ajo,Producción,0,0,0,0,0,0,0,9,22274000,564,9
Montos por destino,2018,11,Noviembre,2018-11-01,,,Ají (Producción),Ají,Producción,0,0,0,0,0,0,0,7,11262500,102,7
Montos por destino,2018,11,Noviembre,2018-11-01,,,Apícola,Apícola,General,0,0,0,0,0,0,0,2,12350000,0,2
Montos por destino,2018,11,Noviembre,2018-11-01,,,Arroz (Comercialización),Arroz,Comercialización,0,0,0,0,0,0,0,14,195723960,0,14
Montos por destino,2018,11,Noviembre,2018-11-01,,,Arroz (Producción),Arroz,Producción,0,0,0,0,0,0,0,790,399194799,86063,825
Montos por destino,2018,11,Noviembre,2018-11-01,,,Batata,Batata,General,0,0,0,0,0,0,0,6,2940000,747,6
Montos por destino,2018,11,Noviembre,2018-11-01,,,Cacao (Comercialización),Cacao,Comercialización,0,0,0,0,0,0,0,4,12840000,0,4
Montos por destino,2018,11,Noviembre,2018-11-01,,,Cacao (Producción),Cacao,Producción,0,0,0,0,0,0,0,44,20118380,5033,44
Montos por destino,2018,11,Noviembre,2018-11-01,,,Café (Comercialización),Café,Comercialización,0,0,0,0,0,0,0,0,0,0,0
Montos por destino,2018,11,Noviembre,2018-11-01,,,Café (Producción),Café,Producción,0,0,0,0,0,0,0,25,24003590,3578,25
Montos por destino,2018,11,Noviembre,2018-11-01,,,Cebolla,Cebolla,General,0,0,0,0,0,0,0,56,15721000,1326,56
