tipo_registro,anio,mes_numero,mes_nombre,periodo_fecha,sucursal_nombre,region,destino_nombre,rubro,tipo_operacion,cantidad_prestamos,valor_cartera_rd,tareas_financiadas,valor_area_rd,desembolsos_rd,cobros_rd,balance_neto_rd,cantidad_destino,valores_destino_rd,tareas_destino,beneficiados
Cartera prestamos,2021,11,Noviembre,2021-11-01,Baní,Sur,,,,832,1395752600,0,0,0,0,0,0,0,0,0
Cartera prestamos,2021,11,Noviembre,2021-11-01,Barahona,Sur,,,,1799,1128335862,0,0,0,0,0,0,0,0,0
Cartera prestamos,2021,11,Noviembre,2021-11-01,Bonao,Cibao Nordeste,,,,404,535481847,0,0,0,0,0,0,0,0,0
Cartera prestamos,2021,11,Noviembre,2021-11-01,Comendador,Sur,,,,1568,497800782,0,0,0,0,0,0,0,0,0
Cartera prestamos,2021,11,Noviembre,2021-11-01,Constanza,Cibao Norte,,,,838,1326587902,0,0,0,0,0,0,0,0,0
Cartera prestamos,2021,11,Noviembre,2021-11-01,Cotuí,Cibao Nordeste,,,,1239,1560052944,0,0,0,0,0,0,0,0,0
Cartera prestamos,2021,11,Noviembre,2021-11-01,Dajabón,Cibao Noroeste,,,,1021,765332353,0,0,0,0,0,0,0,0,0
Cartera prestamos,2021,11,Noviembre,2021-11-01,El Seibo,Este,,,,988,587570585,0,0,0,0,0,0,0,0,0
Cartera prestamos,2021,11,Noviembre,2021-11-01,Hato Mayor,Este,,,,1260,1417785683,0,0,0,0,0,0,0,0,0
Cartera prestamos,2021,11,Noviembre,2021-11-01,Higüey,Este,,,,985,1137573826,0,0,0,0,0,0,0,0,0
Cartera prestamos,2021,11,Noviembre,2021-11-01,La Vega,Cibao Norte,,,,785,1867430652,0,0,0,0,0,0,0,0,0
Cartera prestamos,2021,11,Noviembre,2021-11-01,Moca,Cibao Norte,,,,804,1398619582,0,0,0,0,0,0,0,0,0
Cartera prestamos,2021,11,Noviembre,2021-11-01,Monte Plata,Metropolitana,,,,1809,2497328412,0,0,0,0,0,0,0,0,0
Cartera prestamos,2021,11,Noviembre,2021-11-01,Montecristí,Cibao Noroeste,,,,1111,1034272818,0,0,0,0,0,0,0,0,0
Cartera prestamos,2021,11,Noviembre,2021-11-01,Nagua,Cibao Nordeste,,,,854,500199911,0,0,0,0,0,0,0,0,0
Cartera prestamos,2021,11,Noviembre,2021-11-01,Neyba,Sur,,,,1663,732871537,0,0,0,0,0,0,0,0,0
Cartera prestamos,2021,11,Noviembre,2021-11-01,Puerto Plata,Cibao Norte,,,,1716,918508896,0,0,0,0,0,0,0,0,0
Cartera prestamos,2021,11,Noviembre,2021-11-01,Río San Juan,Cibao Nordeste,,,,1184,966721143,0,0,0,0,0,0,0,0,0
Cartera prestamos,2021,11,Noviembre,2021-11-01,Salcedo,Cibao Nordeste,,,,537,520837428,0,0,0,0,0,0,0,0,0
Cartera prestamos,2021,11,Noviembre,2021-11-01,Samaná,Cibao Nordeste,,,,748,247982944,0,0,0,0,0,0,0,0,0
Cartera prestamos,2021,11,Noviembre,2021-11-01,San Cristóbal,Sur,,,,917,936398584,0,0,0,0,0,0,0,0,0
Cartera prestamos,2021,11,Noviembre,2021-11-01,San Francisco de Macorís,Cibao Nordeste,,,,714,1259505355,0,0,0,0,0,0,0,0,0
Cartera prestamos,2021,11,Noviembre,2021-11-01,San José de Ocoa,Sur,,,,1298,3339838031,0,0,0,0,0,0,0,0,0
Cartera prestamos,2021,11,Noviembre,2021-11-01,San José de las Matas,Cibao Norte,,,,810,862238678,0,0,0,0,0,0,0,0,0
Cartera prestamos,2021,11,Noviembre,2021-11-01,San Juan de la Maguana,Sur,,,,3443,2179384389,0,0,0,0,0,0,0,0,0
Cartera prestamos,2021,11,Noviembre,2021-11-01,Santiago,Cibao Norte,,,,500,1360441498,0,0,0,0,0,0,0,0,0
Cartera prestamos,2021,11,Noviembre,2021-11-01,Santiago Rodríguez,Cibao Noroeste,,,,1416,953981634,0,0,0,0,0,0,0,0,0
Cartera prestamos,2021,11,Noviembre,2021-11-01,Santo Domingo,Metropolitana,,,,1916,3628169484,0,0,0,0,0,0,0,0,0
Cartera prestamos,2021,11,Noviembre,2021-11-01,Valverde Mao,Cibao Noroeste,,,,761,2140357202,0,0,0,0,0,0,0,0,0
Cartera prestamos,2021,11,Noviembre,2021-11-01,Villa Riva,Cibao Nordeste,,,,917,477662430,0,0,0,0,0,0,0,0,0
Cartera prestamos,2021,12,Diciembre,2021-12-01,Arenoso,Cibao Nordeste,,,,691,469662070,0,0,0,0,0,0,0,0,0
Cartera prestamos,2021,12,Diciembre,2021-12-01,Azua,Sur,,,,1807,1197054234,0,0,0,0,0,0,0,0,0
Cartera prestamos,2021,12,Diciembre,2021-12-01,Baní,Sur,,,,838,1411299592,0,0,0,0,0,0,0,0,0
Cartera prestamos,2021,12,Diciembre,2021-12-01,Barahona,Sur,,,,1827,1140478284,0,0,0,0,0,0,0,0,0
Cartera prestamos,2021,12,Diciembre,2021-12-01,Bonao,Cibao Nordeste,,,,453,623601316,0,0,0,0,0,0,0,0,0
Cartera prestamos,2021,12,Diciembre,2021-12-01,Comendador,Sur,,,,1568,501576820,0,0,0,0,0,0,0,0,0
Cartera prestamos,2021,12,Diciembre,2021-12-01,Constanza,Cibao Norte,,,,882,1399439258,0,0,0,0,0,0,0,0,0
Cartera prestamos,2021,12,Diciembre,2021-12-01,Cotuí,Cibao Nordeste,,,,1370,1635880921,0,0,0,0,0,0,0,0,0
Cartera prestamos,2021,12,Diciembre,2021-12-01,Dajabón,Cibao Noroeste,,,,1061,774866490,0,0,0,0,0,0,0,0,0
Cartera prestamos,2021,12,Diciembre,2021-12-01,El Seibo,Este,,,,1008,580778466,0,0,0,0,0,0,0,0,0
Cartera prestamos,2021,12,Diciembre,2021-12-01,Hato Mayor,Este,,,,1264,1452109759,0,0,0,0,0,0,0,0,0
Cartera prestamos,2021,12,Diciembre,2021-12-01,Higüey,Este,,,,992,1142520403,0,0,0,0,0,0,0,0,0
Cartera prestamos,2021,12,Diciembre,2021-12-01,La Vega,Cibao Norte,,,,986,1783214087,0,0,0,0,0,0,0,0,0
Cartera prestamos,2021,12,Diciembre,2021-12-01,Moca,Cibao Norte,,,,794,1405130598,0,0,0,0,0,0,0,0,0
Cartera prestamos,2021,12,Diciembre,2021-12-01,Monte Plata,Metropolitana,,,,1851,2670813075,0,0,0,0,0,0,0,0,0
Cartera prestamos,2021,12,Diciembre,2021-12-01,Montecristí,Cibao Noroeste,,,,1164,1057497652,0,0,0,0,0,0,0,0,0
Cartera prestamos,2021,12,Diciembre,2021-12-01,Nagua,Cibao Nordeste,,,,1029,532442751,0,0,0,0,0,0,0,0,0
Cartera prestamos,2021,12,Diciembre,2021-12-01,Neyba,Sur,,,,1674,742376723,0,0,0,0,0,0,0,0,0
Cartera prestamos,2021,12,Diciembre,2021-12-01,Puerto Plata,Cibao Norte,,,,1722,934070428,0,0,0,0,0,0,0,0,0
Cartera prestamos,2021,12,Diciembre,2021-12-01,Río San Juan,Cibao Nordeste,,,,1216,976183925,0,0,0,0,0,0,0,0,0
Cartera prestamos,2021,12,Diciembre,2021-12-01,Salcedo,Cibao Nordeste,,,,544,554941690,0,0,0,0,0,0,0,0,0
Cartera prestamos,2021,12,Diciembre,2021-12-01,Samaná,Cibao Nordeste,,,,749,267252843,0,0,0,0,0,0,0,0,0
Cartera prestamos,2021,12,Diciembre,2021-12-01,San Cristóbal,Sur,,,,908,984363786,0,0,0,0,0,0,0,0,0
Cartera prestamos,2021,12,Diciembre,2021-12-01,San Francisco de Macorís,Cibao Nordeste,,,,820,1270171572,0,0,0,0,0,0,0,0,0
Cartera prestamos,2021,12,Diciembre,2021-12-01,San José de Ocoa,Sur,,,,1307,3381453664,0,0,0,0,0,0,0,0,0
Cartera prestamos,2021,12,Diciembre,2021-12-01,San José de las Matas,Cibao Norte,,,,791,835939838,0,0,0,0,0,0,0,0,0
Cartera prestamos,2021,12,Diciembre,2021-12-01,San Juan de la Maguana,Sur,,,,3442,2268334895,0,0,0,0,0,0,0,0,0
Cartera prestamos,2021,12,Diciembre,2021-12-01,Santiago,Cibao Norte,,,,514,1458233480,0,0,0,0,0,0,0,0,0
Cartera prestamos,2021,12,Diciembre,2021-12-01,Santiago Rodríguez,Cibao Noroeste,,,,1427,991011457,0,0,0,0,0,0,0,0,0
Cartera prestamos,2021,12,Diciembre,2021-12-01,Santo Domingo,Metropolitana,,,,1950,2467082149,0,0,0,0,0,0,0,0,0
Cartera prestamos,2021,12,Diciembre,2021-12-01,Valverde Mao,Cibao Noroeste,,,,871,2194089699,0,0,0,0,0,0,0,0,0
Cartera prestamos,2021,12,Diciembre,2021-12-01,Villa Riva,Cibao Nordeste,,,,1045,513949005,0,0,0,0,0,0,0,0,0
Cartera prestamos,2022,1,Enero,2022-01-01,Arenoso,Cibao Nordeste,,,,728,482540512,0,0,0,0,0,0,0,0,0
Cartera prestamos,2022,1,Enero,2022-01-01,Azua,Sur,,,,1795,1258642323,0,0,0,0,0,0,0,0,0
Cartera prestamos,2022,1,Enero,2022-01-01,Baní,Sur,,,,851,1405372337,0,0,0,0,0,0,0,0,0
Cartera prestamos,2022,1,Enero,2022-01-01,Barahona,Sur,,,,1848,1149756537,0,0,0,0,0,0,0,0,0
Cartera prestamos,2022,1,Enero,2022-01-01,Bonao,Cibao Nordeste,,,,490,633460464,0,0,0,0,0,0,0,0,0
Cartera prestamos,2022,1,Enero,2022-01-01,Comendador,Sur,,,,1566,508918142,0,0,0,0,0,0,0,0,0
Cartera prestamos,2022,1,Enero,2022-01-01,Constanza,Cibao Norte,,,,907,1430976554,0,0,0,0,0,0,0,0,0
Cartera prestamos,2022,1,Enero,2022-01-01,Cotuí,Cibao Nordeste,,,,1422,1599718708,0,0,0,0,0,0,0,0,0
Cartera prestamos,2022,1,Enero,2022-01-01,Dajabón,Cibao Noroeste,,,,1074,779370595,0,0,0,0,0,0,0,0,0
Cartera prestamos,2022,1,Enero,2022-01-01,El Seibo,Este,,,,1020,613131064,0,0,0,0,0,0,0,0,0
Cartera prestamos,2022,1,Enero,2022-01-01,Hato Mayor,Este,,,,1285,1485885628,0,0,0,0,0,0,0,0,0
Cartera prestamos,2022,1,Enero,2022-01-01,Higüey,Este,,,,993,1161118890,0,0,0,0,0,0,0,0,0
Cartera prestamos,2022,1,Enero,2022-01-01,La Vega,Cibao Norte,,,,1064,1770731812,0,0,0,0,0,0,0,0,0
Cartera prestamos,2022,1,Enero,2022-01-01,Moca,Cibao Norte,,,,801,1409005195,0,0,0,0,0,0,0,0,0
Cartera prestamos,2022,1,Enero,2022-01-01,Monte Plata,Metropolitana,,,,1880,2837311571,0,0,0,0,0,0,0,0,0
Cartera prestamos,2022,1,Enero,2022-01-01,Montecristí,Cibao Noroeste,,,,1178,1046627929,0,0,0,0,0,0,0,0,0
Cartera prestamos,2022,1,Enero,2022-01-01,Nagua,Cibao Nordeste,,,,1083,664188636,0,0,0,0,0,0,0,0,0
Cartera prestamos,2022,1,Enero,2022-01-01,Neyba,Sur,,,,1664,740442413,0,0,0,0,0,0,0,0,0
Cartera prestamos,2022,1,Enero,2022-01-01,Puerto Plata,Cibao Norte,,,,1744,945227723,0,0,0,0,0,0,0,0,0
Cartera prestamos,2022,1,Enero,2022-01-01,Río San Juan,Cibao Nordeste,,,,1224,990724878,0,0,0,0,0,0,0,0,0
Cartera prestamos,2022,1,Enero,2022-01-01,Salcedo,Cibao Nordeste,,,,531,589870045,0,0,0,0,0,0,0,0,0
Cartera prestamos,2022,1,Enero,2022-01-01,Samaná,Cibao Nordeste,,,,746,267370776,0,0,0,0,0,0,0,0,0
Cartera prestamos,2022,1,Enero,2022-01-01,San Cristóbal,Sur,,,,906,1003610391,0,0,0,0,0,0,0,0,0
Cartera prestamos,2022,1,Enero,2022-01-01,San Francisco de Macorís,Cibao Nordeste,,,,897,1322303045,0,0,0,0,0,0,0,0,0
Cartera prestamos,2022,1,Enero,2022-01-01,San José de Ocoa,Sur,,,,1309,3388738713,0,0,0,0,0,0,0,0,0
Cartera prestamos,2022,1,Enero,2022-01-01,San José de las Matas,Cibao Norte,,,,786,828877942,0,0,0,0,0,0,0,0,0
Cartera prestamos,2022,1,Enero,2022-01-01,San Juan de la Maguana,Sur,,,,3431,2198104166,0,0,0,0,0,0,0,0,0
Cartera prestamos,2022,1,Enero,2022-01-01,Santiago,Cibao Norte,,,,511,1414353090,0,0,0,0,0,0,0,0,0
Cartera prestamos,2022,1,Enero,2022-01-01,Santiago Rodríguez,Cibao Noroeste,,,,1428,1020870403,0,0,0,0,0,0,0,0,0
Cartera prestamos,2022,1,Enero,2022-01-01,Santo Domingo,Metropolitana,,,,1992,2519694133,0,0,0,0,0,0,0,0,0
Cartera prestamos,2022,1,Enero,2022-01-01,Valverde Mao,Cibao Noroeste,,,,896,2184813350,0,0,0,0,0,0,0,0,0
Cartera prestamos,2022,1,Enero,2022-01-01,Villa Riva,Cibao Nordeste,,,,1082,555238993,0,0,0,0,0,0,0,0,0
Cartera prestamos,2022,2,Febrero,2022-02-01,Arenoso,Cibao Nordeste,,,,752,485985654,0,0,0,0,0,0,0,0,0
Cartera prestamos,2022,2,Febrero,2022-02-01,Azua,Sur,,,,1889,1316761719,0,0,0,0,0,0,0,0,0
Cartera prestamos,2022,2,Febrero,2022-02-01,Baní,Sur,,,,818,1411012502,0,0,0,0,0,0,0,0,0
Cartera prestamos,2022,2,Febrero,2022-02-01,Barahona,Sur,,,,1873,1155959969,0,0,0,0,0,0,0,0,0
Cartera prestamos,2022,2,Febrero,2022-02-01,Bonao,Cibao Nordeste,,,,533,657679268,0,0,0,0,0,0,0,0,0
Cartera prestamos,2022,2,Febrero,2022-02-01,Comendador,Sur,,,,1579,523354140,0,0,0,0,0,0,0,0,0
Cartera prestamos,2022,2,Febrero,2022-02-01,Constanza,Cibao Norte,,,,939,1469209224,0,0,0,0,0,0,0,0,0
Cartera prestamos,2022,2,Febrero,2022-02-01,Cotuí,Cibao Nordeste,,,,1305,1581591926,0,0,0,0,0,0,0,0,0
Cartera prestamos,2022,2,Febrero,2022-02-01,Dajabón,Cibao Noroeste,,,,1081,814439345,0,0,0,0,0,0,0,0,0
Cartera prestamos,2022,2,Febrero,2022-02-01,El Seibo,Este,,,,1047,615994798,0,0,0,0,0,0,0,0,0
Cartera prestamos,2022,2,Febrero,2022-02-01,Hato Mayor,Este,,,,1275,1457069545,0,0,0,0,0,0,0,0,0
Cartera prestamos,2022,2,Febrero,2022-02-01,Higüey,Este,,,,990,1161219668,0,0,0,0,0,0,0,0,0
Cartera prestamos,2022,2,Febrero,2022-02-01,La Vega,Cibao Norte,,,,1236,1710255862,0,0,0,0,0,0,0,0,0
Cartera prestamos,2022,2,Febrero,2022-02-01,Moca,Cibao Norte,,,,818,1388315022,0,0,0,0,0,0,0,0,0
Cartera prestamos,2022,2,Febrero,2022-02-01,Monte Plata,Metropolitana,,,,1885,2943633983,0,0,0,0,0,0,0,0,0
Cartera prestamos,2022,2,Febrero,2022-02-01,Montecristí,Cibao Noroeste,,,,1194,1037280496,0,0,0,0,0,0,0,0,0
Cartera prestamos,2022,2,Febrero,2022-02-01,Nagua,Cibao Nordeste,,,,1146,690743889,0,0,0,0,0,0,0,0,0
Cartera prestamos,2022,2,Febrero,2022-02-01,Neyba,Sur,,,,1661,751753358,0,0,0,0,0,0,0,0,0
Cartera prestamos,2022,2,Febrero,2022-02-01,Puerto Plata,Cibao Norte,,,,1790,954676773,0,0,0,0,0,0,0,0,0
Cartera prestamos,2022,2,Febrero,2022-02-01,Río San Juan,Cibao Nordeste,,,,1212,993786726,0,0,0,0,0,0,0,0,0
Cartera prestamos,2022,2,Febrero,2022-02-01,Salcedo,Cibao Nordeste,,,,567,634912805,0,0,0,0,0,0,0,0,0
Cartera prestamos,2022,2,Febrero,2022-02-01,Samaná,Cibao Nordeste,,,,755,275954760,0,0,0,0,0,0,0,0,0
Cartera prestamos,2022,2,Febrero,2022-02-01,San Cristóbal,Sur,,,,907,1015785381,0,0,0,0,0,0,0,0,0
Cartera prestamos,2022,2,Febrero,2022-02-01,San Francisco de Macorís,Cibao Nordeste,,,,931,1427254388,0,0,0,0,0,0,0,0,0
Cartera prestamos,2022,2,Febrero,2022-02-01,San José de Ocoa,Sur,,,,1289,3392621282,0,0,0,0,0,0,0,0,0
Cartera prestamos,2022,2,Febrero,2022-02-01,San José de las Matas,Cibao Norte,,,,769,821664484,0,0,0,0,0,0,0,0,0
Cartera prestamos,2022,2,Febrero,2022-02-01,San Juan de la Maguana,Sur,,,,3431,2165093406,0,0,0,0,0,0,0,0,0
Cartera prestamos,2022,2,Febrero,2022-02-01,Santiago,Cibao Norte,,,,531,1427636191,0,0,0,0,0,0,0,0,0
Cartera prestamos,2022,2,Febrero,2022-02-01,Santiago Rodríguez,Cibao Noroeste,,,,1423,1018313757,0,0,0,0,0,0,0,0,0
Cartera prestamos,2022,2,Febrero,2022-02-01,Santo Domingo,Metropolitana,,,,2082,2671344700,0,0,0,0,0,0,0,0,0
Cartera prestamos,2022,2,Febrero,2022-02-01,Valverde Mao,Cibao Noroeste,,,,893,2165661844,0,0,0,0,0,0,0,0,0
Cartera prestamos,2022,2,Febrero,2022-02-01,Villa Riva,Cibao Nordeste,,,,1107,572305832,0,0,0,0,0,0,0,0,0
Cartera prestamos,2022,3,Marzo,2022-03-01,Arenoso,Cibao Nordeste,,,,735,473803326,0,0,0,0,0,0,0,0,0
Cartera prestamos,2022,3,Marzo,2022-03-01,Azua,Sur,,,,1934,1424011399,0,0,0,0,0,0,0,0,0
Cartera prestamos,2022,3,Marzo,2022-03-01,Baní,Sur,,,,827,1375713697,0,0,0,0,0,0,0,0,0
Cartera prestamos,2022,3,Marzo,2022-03-01,Barahona,Sur,,,,1893,1167318912,0,0,0,0,0,0,0,0,0
Cartera prestamos,2022,3,Marzo,2022-03-01,Bonao,Cibao Nordeste,,,,557,643429732,0,0,0,0,0,0,0,0,0
Cartera prestamos,2022,3,Marzo,2022-03-01,Comendador,Sur,,,,1592,538872362,0,0,0,0,0,0,0,0,0
Cartera prestamos,2022,3,Marzo,2022-03-01,Constanza,Cibao Norte,,,,972,1538833430,0,0,0,0,0,0,0,0,0
Cartera prestamos,2022,3,Marzo,2022-03-01,Cotuí,Cibao Nordeste,,,,1317,1567357529,0,0,0,0,0,0,0,0,0
Cartera prestamos,2022,3,Marzo,2022-03-01,Dajabón,Cibao Noroeste,,,,1085,842091586,0,0,0,0,0,0,0,0,0
Cartera prestamos,2022,3,Marzo,2022-03-01,El Seibo,Este,,,,1058,640180608,0,0,0,0,0,0,0,0,0
Cartera prestamos,2022,3,Marzo,2022-03-01,Hato Mayor,Este,,,,1287,1476253314,0,0,0,0,0,0,0,0,0
Cartera prestamos,2022,3,Marzo,2022-03-01,Higüey,Este,,,,1004,1165922954,0,0,0,0,0,0,0,0,0
Cartera prestamos,2022,3,Marzo,2022-03-01,La Vega,Cibao Norte,,,,1348,2030004126,0,0,0,0,0,0,0,0,0
Cartera prestamos,2022,3,Marzo,2022-03-01,Moca,Cibao Norte,,,,833,1387026506,0,0,0,0,0,0,0,0,0
Cartera prestamos,2022,3,Marzo,2022-03-01,Monte Plata,Metropolitana,,,,1936,3125794134,0,0,0,0,0,0,0,0,0
Cartera prestamos,2022,3,Marzo,2022-03-01,Montecristí,Cibao Noroeste,,,,1119,1030373996,0,0,0,0,0,0,0,0,0
Cartera prestamos,2022,3,Marzo,2022-03-01,Nagua,Cibao Nordeste,,,,1186,705537296,0,0,0,0,0,0,0,0,0
Cartera prestamos,2022,3,Marzo,2022-03-01,Neyba,Sur,,,,1674,769076672,0,0,0,0,0,0,0,0,0
Cartera prestamos,2022,3,Marzo,2022-03-01,Puerto Plata,Cibao Norte,,,,1854,979032355,0,0,0,0,0,0,0,0,0
Cartera prestamos,2022,3,Marzo,2022-03-01,Río San Juan,Cibao Nordeste,,,,1233,1018602103,0,0,0,0,0,0,0,0,0
Cartera prestamos,2022,3,Marzo,2022-03-01,Salcedo,Cibao Nordeste,,,,582,593175590,0,0,0,0,0,0,0,0,0
Cartera prestamos,2022,3,Marzo,2022-03-01,Samaná,Cibao Nordeste,,,,759,277813422,0,0,0,0,0,0,0,0,0
Cartera prestamos,2022,3,Marzo,2022-03-01,San Cristóbal,Sur,,,,912,1005046047,0,0,0,0,0,0,0,0,0
Cartera prestamos,2022,3,Marzo,2022-03-01,San Francisco de Macorís,Cibao Nordeste,,,,949,1471855209,0,0,0,0,0,0,0,0,0
Cartera prestamos,2022,3,Marzo,2022-03-01,San José de Ocoa,Sur,,,,1307,3407538019,0,0,0,0,0,0,0,0,0
Cartera prestamos,2022,3,Marzo,2022-03-01,San José de las Matas,Cibao Norte,,,,758,815533650,0,0,0,0,0,0,0,0,0
Cartera prestamos,2022,3,Marzo,2022-03-01,San Juan de la Maguana,Sur,,,,3447,2188545265,0,0,0,0,0,0,0,0,0
Cartera prestamos,2022,3,Marzo,2022-03-01,Santiago,Cibao Norte,,,,592,1452559402,0,0,0,0,0,0,0,0,0
Cartera prestamos,2022,3,Marzo,2022-03-01,Santiago Rodríguez,Cibao Noroeste,,,,1439,994209002,0,0,0,0,0,0,0,0,0
Cartera prestamos,2022,3,Marzo,2022-03-01,Santo Domingo,Metropolitana,,,,2155,2619666075,0,0,0,0,0,0,0,0,0
Cartera prestamos,2022,3,Marzo,2022-03-01,Valverde Mao,Cibao Noroeste,,,,906,2186633871,0,0,0,0,0,0,0,0,0
Cartera prestamos,2022,3,Marzo,2022-03-01,Villa Riva,Cibao Nordeste,,,,1107,586427979,0,0,0,0,0,0,0,0,0
Cartera prestamos,2022,4,Abril,2022-04-01,Arenoso,Cibao Nordeste,,,,638,452412470,0,0,0,0,0,0,0,0,0
Cartera prestamos,2022,4,Abril,2022-04-01,Azua,Sur,,,,1919,1286501641,0,0,0,0,0,0,0,0,0
Cartera prestamos,2022,4,Abril,2022-04-01,Baní,Sur,,,,856,1412270314,0,0,0,0,0,0,0,0,0
Cartera prestamos,2022,4,Abril,2022-04-01,Barahona,Sur,,,,1870,1151492322,0,0,0,0,0,0,0,0,0
Cartera prestamos,2022,4,Abril,2022-04-01,Bonao,Cibao Nordeste,,,,558,644551089,0,0,0,0,0,0,0,0,0
Cartera prestamos,2022,4,Abril,2022-04-01,Comendador,Sur,,,,1601,551962152,0,0,0,0,0,0,0,0,0
Cartera prestamos,2022,4,Abril,2022-04-01,Constanza,Cibao Norte,,,,1006,1576337873,0,0,0,0,0,0,0,0,0
Cartera prestamos,2022,4,Abril,2022-04-01,Cotuí,Cibao Nordeste,,,,1317,1579164217,0,0,0,0,0,0,0,0,0
Cartera prestamos,2022,4,Abril,2022-04-01,Dajabón,Cibao Noroeste,,,,1060,837922081,0,0,0,0,0,0,0,0,0
Cartera prestamos,2022,4,Abril,2022-04-01,El Seibo,Este,,,,1053,655295851,0,0,0,0,0,0,0,0,0
Cartera prestamos,2022,4,Abril,2022-04-01,Hato Mayor,Este,,,,1271,1491962511,0,0,0,0,0,0,0,0,0
Cartera prestamos,2022,4,Abril,2022-04-01,Higüey,Este,,,,990,1186710452,0,0,0,0,0,0,0,0,0
Cartera prestamos,2022,4,Abril,2022-04-01,La Vega,Cibao Norte,,,,1150,2319288798,0,0,0,0,0,0,0,0,0
Cartera prestamos,2022,4,Abril,2022-04-01,Moca,Cibao Norte,,,,810,1365352765,0,0,0,0,0,0,0,0,0
Cartera prestamos,2022,4,Abril,2022-04-01,Monte Plata,Metropolitana,,,,1966,3173641768,0,0,0,0,0,0,0,0,0
Cartera prestamos,2022,4,Abril,2022-04-01,Montecristí,Cibao Noroeste,,,,1086,1021537758,0,0,0,0,0,0,0,0,0
Cartera prestamos,2022,4,Abril,2022-04-01,Nagua,Cibao Nordeste,,,,1027,689572330,0,0,0,0,0,0,0,0,0
Cartera prestamos,2022,4,Abril,2022-04-01,Neyba,Sur,,,,1696,773782989,0,0,0,0,0,0,0,0,0
Cartera prestamos,2022,4,Abril,2022-04-01,Puerto Plata,Cibao Norte,,,,1856,987214243,0,0,0,0,0,0,0,0,0
Cartera prestamos,2022,4,Abril,2022-04-01,Río San Juan,Cibao Nordeste,,,,1240,1028789142,0,0,0,0,0,0,0,0,0
Cartera prestamos,2022,4,Abril,2022-04-01,Salcedo,Cibao Nordeste,,,,552,620881028,0,0,0,0,0,0,0,0,0
Cartera prestamos,2022,4,Abril,2022-04-01,Samaná,Cibao Nordeste,,,,764,284722069,0,0,0,0,0,0,0,0,0
Cartera prestamos,2022,4,Abril,2022-04-01,San Cristóbal,Sur,,,,933,1040105516,0,0,0,0,0,0,0,0,0
Cartera prestamos,2022,4,Abril,2022-04-01,San Francisco de Macorís,Cibao Nordeste,,,,883,1478040209,0,0,0,0,0,0,0,0,0
Cartera prestamos,2022,4,Abril,2022-04-01,San José de Ocoa,Sur,,,,1326,3428061162,0,0,0,0,0,0,0,0,0
Cartera prestamos,2022,4,Abril,2022-04-01,San José de las Matas,Cibao Norte,,,,756,809512607,0,0,0,0,0,0,0,0,0
Cartera prestamos,2022,4,Abril,2022-04-01,San Juan de la Maguana,Sur,,,,3451,2201711247,0,0,0,0,0,0,0,0,0
Cartera prestamos,2022,4,Abril,2022-04-01,Santiago,Cibao Norte,,,,595,1480293662,0,0,0,0,0,0,0,0,0
Cartera prestamos,2022,4,Abril,2022-04-01,Santiago Rodríguez,Cibao Noroeste,,,,1445,1018902274,0,0,0,0,0,0,0,0,0
Cartera prestamos,2022,4,Abril,2022-04-01,Santo Domingo,Metropolitana,,,,2157,2713755304,0,0,0,0,0,0,0,0,0
Cartera prestamos,2022,4,Abril,2022-04-01,Valverde Mao,Cibao Noroeste,,,,876,2231555909,0,0,0,0,0,0,0,0,0
Cartera prestamos,2022,4,Abril,2022-04-01,Villa Riva,Cibao Nordeste,,,,949,566633352,0,0,0,0,0,0,0,0,0
Cartera prestamos,2022,5,Mayo,2022-05-01,Arenoso,Cibao Nordeste,,,,562,487445119,0,0,0,0,0,0,0,0,0
Cartera prestamos,2022,5,Mayo,2022-05-01,Azua,Sur,,,,1923,1404635613,0,0,0,0,0,0,0,0,0
Cartera prestamos,2022,5,Mayo,2022-05-01,Baní,Sur,,,,888,1400061885,0,0,0,0,0,0,0,0,0
Cartera prestamos,2022,5,Mayo,2022-05-01,Barahona,Sur,,,,1730,1153760025,0,0,0,0,0,0,0,0,0
Cartera prestamos,2022,5,Mayo,2022-05-01,Bonao,Cibao Nordeste,,,,501,674965135,0,0,0,0,0,0,0,0,0
Cartera prestamos,2022,5,Mayo,2022-05-01,Comendador,Sur,,,,1633,577675938,0,0,0,0,0,0,0,0,0
Cartera prestamos,2022,5,Mayo,2022-05-01,Constanza,Cibao Norte,,,,995,1592451315,0,0,0,0,0,0,0,0,0
Cartera prestamos,2022,5,Mayo,2022-05-01,Cotuí,Cibao Nordeste,,,,1200,1837973684,0,0,0,0,0,0,0,0,0
Cartera prestamos,2022,5,Mayo,2022-05-01,Dajabón,Cibao Noroeste,,,,1070,860681945,0,0,0,0,0,0,0,0,0
Cartera prestamos,2022,5,Mayo,2022-05-01,El Seibo,Este,,,,1037,699704664,0,0,0,0,0,0,0,0,0
Cartera prestamos,2022,5,Mayo,2022-05-01,Hato Mayor,Este,,,,1275,1609583720,0,0,0,0,0,0,0,0,0
Cartera prestamos,2022,5,Mayo,2022-05-01,Higüey,Este,,,,974,1181142420,0,0,0,0,0,0,0,0,0
Cartera prestamos,2022,5,Mayo,2022-05-01,La Vega,Cibao Norte,,,,1140,3051681629,0,0,0,0,0,0,0,0,0
Cartera prestamos,2022,5,Mayo,2022-05-01,Moca,Cibao Norte,,,,811,1367653551,0,0,0,0,0,0,0,0,0
